"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_intolerance_of_uncertainty_scale_ius_record_id","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"text","Record ID",,"PX650701",,,,,,,,,,"",
"info_650701","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"descriptive","Intolerance of Uncertainty Scale (IUS)

You will find below a series of statements which describe how people may react to the uncertainties of life. Please use the scale below to describe to what extent each item is characteristic of you.

1= Not at all characteristic of me
2=
3= Somewhat characteristic of me
4=
5= Entirely characteristic of me

Please select the option that describes you best.",,"PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_prevents_firmopinion","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","1. Uncertainty stops me from having a firm opinion","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_means_disorganization","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","2. Being uncertain means that a person is disorganized","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_makes_life_tolerable","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","3. Uncertainty makes life intolerable","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_unfair_noguarantees","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","4. It's unfair not having any guarantees in life","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_mind_cant_relax","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","5. My mind can't be relaxed if I don't know what will happen tomorrow","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_uneasy_anxious_stressed","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","6. Uncertainty makes me uneasy, anxious, or stressed","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_unforeseenevents_upsetting","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","7. Unforeseen events upset me greatly","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_frustration_incomplete_information","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","8. It frustrates me not having all the information I need","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_living_full_life","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","9. Uncertainty keeps me from living a full life","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_lookahead_avoid_surprises","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","10. One should always look ahead so as to avoid surprises","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_unforeseenevents_spoil_everything","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","11. A small unforeseen event can spoil everything, even with the best of planning","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_uncertainty_paralysis","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","12. When it's time to act, uncertainty paralyses me","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
"intoleranceofuncertainty_scale_uncertain_not_firstrate","px650701_phenx_intolerance_of_uncertainty_scale_ius",,"radio","13. Being uncertain means that I am not first rate","1, Not all characteristic of me | 2, Not at all/Somewhat characteristic of me | 3, Somewhat characteristic of me | 4, Somewhat/Entirely characteristic of me | 5, Entirely characteristic of me","PX650701",,,,,,,,,,"",""
