"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
responses_stress_sickle_cell_disease_youth_record_id,px870701_responses_stress_sickle_cell_disease_youth,,text,"Record ID",,PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_intro,px870701_responses_stress_sickle_cell_disease_youth,,descriptive,"RESPONSES TO STRESS - [SC] (SR-C)

This is a list of things about having sickle cell disease that children and teenagers sometimes find stressful or a problem to deal with.",,,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_not_able_do_things_other_kids_do,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Not being able to do the things that other kids can do or are allowed to do","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_go_to_hospital_often,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Having to go to the hospital or clinic so often","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_missing_school_falling_behind_work,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Missing school days or falling behind in school work","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_concerns_family_friends,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Concerns about my family and friends","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_feeling_confused_why_got_it,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Feeling confused about what sickle cell disease is and why I got it","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_not_understanding_doctors_tell,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Not understanding what doctors tell me about sickle cell disease","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_having_pain_crises,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Having sickle cell pain crises","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_concerns_future,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Concerns about the future","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_concerns_future_other,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Other: ","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_concerns_future_other_write,px870701_responses_stress_sickle_cell_disease_youth,,text,"Please circle the number indicating how stressful the following things have been for you in the past 6 months. Other (Specify): ",,PX870701,,,,,"[responses_stress_sickle_cell_disease_youth_concerns_future_other] <> '1'",,,,,,
responses_stress_sickle_cell_disease_youth_circle_control_over_problems,px870701_responses_stress_sickle_cell_disease_youth,,radio,"Circle the number that shows how much control you generally think you have over these problems.","1, None | 2, A Little | 3, Some | 4, A lot",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_feeling_intro,px870701_responses_stress_sickle_cell_disease_youth,,descriptive,"Below is a list of things that children and teenagers sometimes do, think, or feel when they are dealing with sickle cell disease. Everyone deals with problems in their own way - some people do a lot of the things on this list or have a bunch of feelings, other people just do or think a few of these things.

Think of all the stressful parts of having sickle cell disease that you indicated above. For each item below, circle one number from 1 (not at all) to 4 (a lot) that shows how much you do or feel these things when you have the problems with sickle cell like the ones you indicated above. Please let us know about everything you do, think, and feel, even if you don't think it helps make things better.",,,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_try_not_feel_anything,px870701_responses_stress_sickle_cell_disease_youth,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: I try not to feel anything.","1, Not at all | 2, A Little | 3, Some | 4, A lot",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_feel_sick_stomach_headaches,px870701_responses_stress_sickle_cell_disease_youth,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: When dealing with the stress of having sickle cell disease, I feel sick to my stomach or get headaches.","1, Not at all | 2, A Little | 3, Some | 4, A lot",PX870701,,,,,,,,,,,
responses_stress_sickle_cell_disease_youth_think_different_ways_change_fix_situation,px870701_responses_stress_sickle_cell_disease_youth,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: I try to think of different ways to change or fix the situation.","1, Not at all | 2, A Little | 3, Some | 4, A lot",PX870701,,,,,,,,,,,
