"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"factor_eight_population_chromogenic_extended_record_id","px911204_factor_eight_population_chromogenic_extended",,"text","Record ID",,"PX911204",,,,,,,,,,"",
"factor_eight_population_chromogenic_extended_sample_collection","px911204_factor_eight_population_chromogenic_extended",,"radio","Were the sample collection procedures outlined in Lippi et al. (2012) followed?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_venous_statsis","px911204_factor_eight_population_chromogenic_extended",,"radio","Were steps taken to prevent prolonged venous stasis?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_nonhemolyzed","px911204_factor_eight_population_chromogenic_extended",,"radio","Were nonhemolyzed samples collected?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_blood_draw","px911204_factor_eight_population_chromogenic_extended",,"radio","Was the order of blood draw recorded?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_tubes","px911204_factor_eight_population_chromogenic_extended",,"radio","Were collection tubes filled and mixed as outlined in Lippi et al. (2012)?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_venipuncture","px911204_factor_eight_population_chromogenic_extended",,"radio","Was blood collected by direct venipuncture into 3.2% sodium citrate tubes?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_tubes_filled","px911204_factor_eight_population_chromogenic_extended",,"radio","Were the tubes filled within 11% of the fill line?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_tubes_second","px911204_factor_eight_population_chromogenic_extended",,"radio","Was a second tube collected?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_tubes_winged","px911204_factor_eight_population_chromogenic_extended",,"radio","Was a winged butterfly collection system used?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_collection_tubes_discard","px911204_factor_eight_population_chromogenic_extended",,"radio","Was a discard tube drawn?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,"[factor_eight_population_chromogenic_extended_sample_collection_tubes_winged] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing","px911204_factor_eight_population_chromogenic_extended",,"radio","Were the sample collection and processing procedures outlined in Adcock Funk et al. (2012) followed?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_sodium_citrate","px911204_factor_eight_population_chromogenic_extended",,"radio","Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
