"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi_record_id","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"text","Record ID",,"PX640108",,,,,,,,,,"",
"pxt640108_interviewer_checkpoint_can_respondent_read","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"radio","1. INTERVIEWER CHECKPOINT:","1, RESPONDENT IS ABLE TO READ | 2, ALL OTHERS GO TO #15","PX640108",,,,,,,,,,"",""
"thoughtabout_committingsuicide_abletoread","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"radio","2. Three experiences are listed in your booklet on page 20 labeled A, B, and C. Did Experience A ever happen to you?  INTERVIEWER: EXPERIENCE A IS ""YOU SERIOUSLY THOUGHT ABOUT COMMITTING SUICIDE""","1, YES | 5, NO - GO TO NEXT SECTION | 8, DON'T KNOW - GO TO NEXT SECTION | 9, REFUSED - GO TO NEXT SECTION","PX640108",,,,,,,,,,"",""
"thoughtabout_committingsuicide_firsttimeage_abletoread","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"text","2a. How old were you the first time this happened?",,"PX640108","number",,,,,,,,,"",""
"thoughtabout_committingsuicide_firsttimeagecoded_abletoread","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"radio","2a. How old were you the first time this happened?","998, DON'T KNOW | 999, REFUSED","PX640108",,,,,,,,,,"",""
"thoughtabout_committingsuicide_pastyear_abletoread","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"radio","3. Did Experience A happen to you at any time in the past 12 months?  INTERVIEWER: EXPERIENCE A IS ""YOU SERIOUSLY THOUGHT ABOUT COMMITTING SUICIDE""","1, YES - GO TO 4 | 5, NO | 8, DON'T KNOW - GO TO NEXT SECTION | 9, REFUSED - GO TO NEXT SECTION","PX640108",,,,,,,,,,"",""
"thoughtabout_committingsuicide_lasttimeage_abletoread","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"text","3a. How old were you the last time this experience happened to you?",,"PX640108","number",,,,,,,,,"",""
"thoughtabout_committingsuicide_lasttimeagecoded_abletoread","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"radio","3a. How old were you the last time this experience happened to you?","998, DON'T KNOW | 999, REFUSED","PX640108",,,,,,,,,,"",""
"planfor_committingsuicide_abletoread","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"radio","4. Now look at the second of the three experiences on the list, Experience B. Did Experience B ever happen to you?  INTERVIEWER: EXPERIENCE B IS ""YOU MADE A PLAN FOR COMMITTING SUICIDE""","1, YES | 5, NO - GO TO 6 | 8, DON'T KNOW - GO TO 6 | 9, REFUSED - GO TO 6","PX640108",,,,,,,,,,"",""
"planfor_committingsuicide_firsttimeage_abletoread","px640108_phenx_classif_of_suicidal_ideation_and_beh_adult_epidemi",,"text","4a. How old were you the first time this happened?",,"PX640108","number",,,,,,,,,"",""
