"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
long_covid_quality_life_child_before_record_id,px992301_long_covid_quality_life_child,,text,"Record ID",,PX992301,,,,,,,,,,,
intro_text_before,px992301_long_covid_quality_life_child,,descriptive,"Describing your health BEFORE your COVID-19 test",,,,,,,,,,,,,
long_covid_quality_life_child_before_mobility,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health BEFORE your COVID-19 test - Mobility (walking about)","UNDEFINED_CODE, I had no problems walking about|UNDEFINED_CODE_1, I had some problems walking about|UNDEFINED_CODE_2, I had a lot of problems walking about",PX992301,,,,,,,,,,,
long_covid_quality_life_child_before_looking_after_self,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health BEFORE your COVID-19 test - Looking after myself","UNDEFINED_CODE, I had no problems washing or dressing myself|UNDEFINED_CODE_1, I had some problems washing or dressing myself|UNDEFINED_CODE_2, I had a lot of problems washing or dressing myself",PX992301,,,,,,,,,,,
long_covid_quality_life_child_before_usual_activity,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health BEFORE your COVID-19 test - Doing usual activities (for example, going to school, hobbies, sports, playing, doing things with family or friends)","UNDEFINED_CODE, I had no problems doing my usual activities|UNDEFINED_CODE_1, I had some problems doing my usual activities|UNDEFINED_CODE_2, I had a lot of problems doing my usual activities",PX992301,,,,,,,,,,,
long_covid_quality_life_child_before_pain_discomfort,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health BEFORE your COVID-19 test - Having pain or discomfort","UNDEFINED_CODE, I had no pain or discomfort|UNDEFINED_CODE_1, I had some pain or discomfort|UNDEFINED_CODE_2, I had a lot of pain or discomfort",PX992301,,,,,,,,,,,
long_covid_quality_life_child_before_worried_sad_unhappy,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health BEFORE your COVID-19 test - Feeling worried, sad or unhappy","UNDEFINED_CODE, I was not worried, sad or unhappy|UNDEFINED_CODE_1, I was a bit worried, sad or unhappy|UNDEFINED_CODE_2, I was very worried, sad or unhappy",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_desc,px992301_long_covid_quality_life_child,,descriptive,"Describing your health TODAY",,,,,,,,,,,,,
long_covid_quality_life_child_today_mobility,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health TODAY - Mobility (walking about)","UNDEFINED_CODE, I have no problems walking about|UNDEFINED_CODE_1, I have some problems walking about|UNDEFINED_CODE_2, I have a lot of problems walking about",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_looking_after_self,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health TODAY - Looking after myself","UNDEFINED_CODE, I have no problems washing or dressing myself|UNDEFINED_CODE_1, I have some problems washing or dressing myself|UNDEFINED_CODE_2, I have a lot of problems washing or dressing myself",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_usual_activity,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health TODAY - Doing usual activities (for example, going to school, hobbies, sports, playing, doing things with family or friends)","UNDEFINED_CODE, I have no problems doing my usual activities|UNDEFINED_CODE_1, I have some problems doing my usual activities|UNDEFINED_CODE_2, I have a lot of problems doing my usual activities",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_pain_discomfort,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health TODAY - Having pain or discomfort","UNDEFINED_CODE, I have no pain or discomfort|UNDEFINED_CODE_1, I have some pain or discomfort|UNDEFINED_CODE_2, I have a lot of pain or discomfort",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_worried_sad_unhappy,px992301_long_covid_quality_life_child,,radio,"Under each heading, please tick the ONE box that describes your health TODAY - Feeling worried, sad or unhappy","UNDEFINED_CODE, I am not worried, sad or unhappy|UNDEFINED_CODE_1, I am a bit worried, sad or unhappy|UNDEFINED_CODE_2, I am very worried, sad or unhappy",PX992301,,,,,,,,,,,
long_covid_quality_life_child_before_feel_no_one_talk_to,px992301_long_covid_quality_life_child,,radio,"BEFORE your COVID-19 test - How often did you feel that you have no one to talk to?","1, Hardly Ever or Never | 2, Some of the time | 3, Often",PX992301,,,,,,,,,,,
long_covid_quality_life_child_before_feel_left_out,px992301_long_covid_quality_life_child,,radio,"BEFORE your COVID-19 test - How often did you feel left out?","1, Hardly Ever or Never | 2, Some of the time | 3, Often",PX992301,,,,,,,,,,,
long_covid_quality_life_child_before_feel_alone,px992301_long_covid_quality_life_child,,radio,"BEFORE your COVID-19 test - How often did you feel alone?","1, Hardly Ever or Never | 2, Some of the time | 3, Often",PX992301,,,,,,,,,,,
long_covid_quality_life_child_before_feel_lonely,px992301_long_covid_quality_life_child,,radio,"BEFORE your COVID-19 test - How often did you feel lonely?","1, Often/Always | 2, Some of the time | 3, Occasionally | 4, Hardly Ever | 5, Never",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_feel_no_one_talk_to,px992301_long_covid_quality_life_child,,radio,"TODAY - How often do you feel that you have no one to talk to?","1, Hardly Ever or Never | 2, Some of the time | 3, Often",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_feel_left_out,px992301_long_covid_quality_life_child,,radio,"TODAY - How often do you feel left out?","1, Hardly Ever or Never | 2, Some of the time | 3, Often",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_feel_alone,px992301_long_covid_quality_life_child,,radio,"TODAY - How often do you feel alone?","1, Hardly Ever or Never | 2, Some of the time | 3, Often",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_feel_lonely,px992301_long_covid_quality_life_child,,radio,"TODAY - How often do you feel lonely?","1, Often/Always | 2, Some of the time | 3, Occasionally | 4, Hardly Ever | 5, Never",PX992301,,,,,,,,,,,
long_covid_quality_life_child_desc,px992301_long_covid_quality_life_child,,descriptive,"We would like to know how good or bad your health was BEFORE your Covid-19 test* and how it is TODAY

This scale is numbered from 0 to 100%
100% means the best health you can think of
0% means the worst health you can think of.",,,,,,,,,,,,,
long_covid_quality_life_child_before_health,px992301_long_covid_quality_life_child,,dropdown,"Please look at the scale and select the number for your health BEFORE your Covid-19 test","UNDEFINED_CODE, 0|UNDEFINED_CODE_1, 5|UNDEFINED_CODE_2, 10|UNDEFINED_CODE_3, 15|UNDEFINED_CODE_4, 20|UNDEFINED_CODE_5, 25|UNDEFINED_CODE_6, 30|UNDEFINED_CODE_7, 35|UNDEFINED_CODE_8, 40|UNDEFINED_CODE_9, 45|UNDEFINED_CODE_10, 50|UNDEFINED_CODE_11, 55|UNDEFINED_CODE_12, 60|UNDEFINED_CODE_13, 65|UNDEFINED_CODE_14, 70|UNDEFINED_CODE_15, 75|UNDEFINED_CODE_16, 80|UNDEFINED_CODE_17, 85|UNDEFINED_CODE_18, 90|UNDEFINED_CODE_19, 95|UNDEFINED_CODE_20, 100",PX992301,,,,,,,,,,,
long_covid_quality_life_child_today_health,px992301_long_covid_quality_life_child,,dropdown,"Please look at the scale and select the number for your health TODAY","UNDEFINED_CODE, 0|UNDEFINED_CODE_1, 5|UNDEFINED_CODE_2, 10|UNDEFINED_CODE_3, 15|UNDEFINED_CODE_4, 20|UNDEFINED_CODE_5, 25|UNDEFINED_CODE_6, 30|UNDEFINED_CODE_7, 35|UNDEFINED_CODE_8, 40|UNDEFINED_CODE_9, 45|UNDEFINED_CODE_10, 50|UNDEFINED_CODE_11, 55|UNDEFINED_CODE_12, 60|UNDEFINED_CODE_13, 65|UNDEFINED_CODE_14, 70|UNDEFINED_CODE_15, 75|UNDEFINED_CODE_16, 80|UNDEFINED_CODE_17, 85|UNDEFINED_CODE_18, 90|UNDEFINED_CODE_19, 95|UNDEFINED_CODE_20, 100",PX992301,,,,,,,,,,,
