"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"stem_cell_manipulation_specify_record_id","px850501_phenx_stem_cell_source",,"text","Record ID",,"PX850501",,,,,,,,,,"",""
"stem_cell_manipulation_specify_donor","px850501_phenx_stem_cell_source","Donor Information for this HCT","radio","Specify donor","UNDEFINED_CODE, Autologous | UNDEFINED_CODE_1, Allogenic, related | UNDEFINED_CODE_2, Allogenic, unrelated","PX850501",,,,,,,,,,"",""
"stem_cell_manipulation_specify_product_type","px850501_phenx_stem_cell_source",,"checkbox","Specify product type (check all that apply)","UNDEFINED_CODE, Bone marrow | UNDEFINED_CODE_1, PBSC | UNDEFINED_CODE_2, Single cord blood unit | UNDEFINED_CODE_3, Other product","PX850501",,,,,,,,,,"",""
"stem_cell_manipulation_specify_product_type_other","px850501_phenx_stem_cell_source",,"text","Specify other product:",,"PX850501",,,,,"[stem_cell_manipulation_specify_product_type(UNDEFINED_CODE_3)]='1'",,,,,"",""
"stem_cell_manipulation_genetically_modified","px850501_phenx_stem_cell_source",,"radio","Is the product genetically modified?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No","PX850501",,,,,,,,,,"",""
"stem_cell_manipulation_genetically_modified_allogenic","px850501_phenx_stem_cell_source",,"radio","Is the product genetically modified? Allogenic: Specify related donor type","UNDEFINED_CODE, Syngeneic (monozygotic twin)|UNDEFINED_CODE_1, HLA-identical sibling (may include non-monozygotic twin)|UNDEFINED_CODE_2, HLA-matched other relative (does NOT include a haplo-identical donor)|UNDEFINED_CODE_3, HLA-mismatched relative","PX850501",,,,,"[stem_cell_manipulation_specify_donor]='UNDEFINED_CODE_1'",,,,,"",""
"stem_cell_manipulation_specify_donor_relationship_recipient","px850501_phenx_stem_cell_source",,"dropdown","Specify donor relationship to the recipient","UNDEFINED_CODE, Mother | UNDEFINED_CODE_1, Father | UNDEFINED_CODE_2, Child | UNDEFINED_CODE_3, Sibling | UNDEFINED_CODE_4, Fraternal twin | UNDEFINED_CODE_5, Maternal aunt | UNDEFINED_CODE_6, Maternal uncle | UNDEFINED_CODE_7, Maternal cousin | UNDEFINED_CODE_8, Paternal aunt | UNDEFINED_CODE_9, Paternal uncle | UNDEFINED_CODE_10, Paternal cousin | UNDEFINED_CODE_11, Grandparent | UNDEFINED_CODE_12, Grandchild | UNDEFINED_CODE_13, Other biological relative","PX850501",,,,,"[stem_cell_manipulation_specify_donor]='UNDEFINED_CODE_1'",,,,,"",""
"stem_cell_manipulation_specify_donor_relationship_recipient_other_biological_relative","px850501_phenx_stem_cell_source",,"text","Specify donor relationship to the recipient: Other biological relative - Specity other biological relative:",,"PX850501",,,,,"[stem_cell_manipulation_specify_donor_relationship_recipient]='UNDEFINED_CODE_13'",,,,,"",""
"stem_cell_manipulation_degree_mismatch_related_donors_only","px850501_phenx_stem_cell_source",,"radio","Degree of mismatch for related donors","UNDEFINED_CODE, HLA-mismatched 1 allele|UNDEFINED_CODE_1, HLA-mismatched ≥ 2 alleles (does not include haplo-identical donor)","PX850501",,,,,"[stem_cell_manipulation_specify_donor]='UNDEFINED_CODE_1'",,,,,"",""
"stem_cell_manipulation_specify_unrelated_donor_type","px850501_phenx_stem_cell_source",,"radio","Specify unrelated donor type","UNDEFINED_CODE, HLA matched unrelated|UNDEFINED_CODE_1, HLA mismatched unrelated","PX850501",,,,,"[stem_cell_manipulation_specify_donor]='UNDEFINED_CODE_2'",,,,,"",""
