"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sexual_function_male_record_id,px880802_sexual_function_male,,text,"Record ID",,PX880802,,,,,,,,,,,
sexual_function_male_interest_activity,px880802_sexual_function_male,,radio,"In the past 30 days, how interested have you been in sexual activity?","1, Not at all|2, A little bit|3, Somewhat|4, Quite a bit|5, Very",PX880802,,,,,,,,,,,
sexual_function_male_want_activity,px880802_sexual_function_male,,radio,"In the past 30 days, how often have you felt like you wanted to have sexual activity?","1, Never|2, Rarely|3, Sometimes|4, Often|5, Always",PX880802,,,,,,,,,,,
sexual_function_male_any_activity,px880802_sexual_function_male,,radio,"In the past 30 days, did you have any type of sexual activity? (Examples of sexual activity are masturbation, oral sex, and sexual intercourse.)","1, No|2, Yes",PX880802,,,,,,,,,,,
sexual_function_male_no_activity_reason,px880802_sexual_function_male,,radio,"There are many reasons why people may not have had sexual activity during the month. What are the reasons why you did not have sexual activity in the past 30 days? Please read the list carefully and check every reason that applies to you, even if it happened only one time during the past 30 days.","1, Was not interested in having sexual activity | 2, Difficulties with my erections (penis not hard or is painful) | 3, Difficulties with orgasm/climax | 4, Don't enjoy sexual activity | 5, Health condition | 6, No partner | 7, Partner was away | 8, Partner was not interested in sexual activity | 9, Partner's health condition | 10, Some other reason (Specify)",PX880802,,,,,"[sexual_function_male_any_activity] = 1",,,,,,
sexual_function_male_no_activity_reason_specify,px880802_sexual_function_male,,text,"There are many reasons why people may not have had sexual activity during the month. What are the reasons why you did not have sexual activity in the past 30 days? Please read the list carefully and check every reason that applies to you, even if it happened only one time during the past 30 days. Specify",,PX880802,,,,,"[sexual_function_male_no_activity_reason] = 10",,,,,,
sexual_function_male_often_erection_activity,px880802_sexual_function_male,,radio,"In the past 30 days, how often were you able to get an erection (get hard) during sexual activity?","1, Almost never/never|2, A few times (much less than half the time)|3, Sometimes (about half the time)|4, Most times (much more than half the time)|5, Almost always/always",PX880802,,,,,"[sexual_function_male_any_activity] = 2",,,,,,
sexual_function_male_intercourse_maintain_erection,px880802_sexual_function_male,,radio,"In the past 30 days, during sexual intercourse how often were you able to maintain your erection (stay hard) after you had penetrated (entered) your partner?","0, Did not attempt intercourse|1, Almost never/never|2, A few times (much less than half the time)|3, Sometimes (about half the time)|4, Most times (much more than half the time)|5, Almost always/always",PX880802,,,,,"[sexual_function_male_any_activity] = 2",,,,,,
sexual_function_male_often_orgasm,px880802_sexual_function_male,,radio,"In the past 30 days, how often have you been able to have an orgasm/climax when you wanted to?","0, Have not tried to have an orgasm/climax in the past 30 days|1, Never|2, Rarely|3, Sometimes|4, Often|5, Always",PX880802,,,,,"[sexual_function_male_any_activity] = 2",,,,,,
sexual_function_male_satisfying_orgasm,px880802_sexual_function_male,,radio,"In the past 30 days, how satisfying have your orgasms or climaxes been?","0, Have not had an orgasm/climax in the past 30 days|1, Not at all|2, A little bit|3, Somewhat|4, Quite a bit|5, Very",PX880802,,,,,"[sexual_function_male_any_activity] = 2",,,,,,
sexual_function_male_satisfied_sex_life,px880802_sexual_function_male,,radio,"In the past 30 days, how satisfied have you been with your sex life?","1, Not at all|2, A little bit|3, Somewhat|4, Quite a bit|5, Very",PX880802,,,,,"[sexual_function_male_any_activity] = 2",,,,,,
sexual_function_male_pleasure_sex_life,px880802_sexual_function_male,,radio,"In the past 30 days, how much pleasure has your sex life given you?","1, None|2, A little bit|3, Some|4, Quite a bit|5, A lot",PX880802,,,,,"[sexual_function_male_any_activity] = 2",,,,,,
