"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_classif_of_suicidal_ideation_and_beh_adult_since_l_record_id","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","Record ID",,"PX640107",,,,,,,,,,"",
"si_640107","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"descriptive","SUICIDAL IDEATION

Ask questions 1 and 2. If both are negative, proceed to ""Suicidal Behavior"" section. If the answer to question 2 is ""yes,"" ask questions 3, 4, and 5. If the answer to question 1 and/or 2 is ""yes,"" complete ""Intensity of Ideation"" section below.",,"PX640107",,,,,,,,,,"",""
"pxt640107_wish_tobe_dead_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","1. Subject endorses thoughts about a wish to be dead or not alive anymore, or wish to fall asleep and not wake up.  Have you wished you were dead or wished you could go to sleep and not wake up?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX640107",,,,,,,,,,"",""
"pxt640107_wish_tobe_dead_sincelastvisit_describe","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","If yes, describe:",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicidalthoughts_nonspecific_active_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","2. General, non-specific thoughts of wanting to end one's life/commit suicide (e.g.,  'I've thought about killing myself"") without thoughts of ways to kill oneself/associated methods, intent, or plan during the assessment period.  Have you actually had any thoughts of killing yourself?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX640107",,,,,,,,,,"",""
"pxt640107_suicidalthoughts_nonspecific_active_sincelastvisit_describe","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","If yes, describe:",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicidalideation_withmethods_withoutintent_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","3. Subject endorses thoughts of suicide and has thought of at least one method during the assessment period. This is different than a specific plan with time, place or method details worked out (e.g., thought of method to kill self but not a specific plan).  Includes person who would say, ""I thought about taking an overdose but I never made a specific plan as to when, where or how I would actually do it...and I would never go through with it.""  Have you been thinking about how you might do this?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX640107",,,,,,,,,,"",""
"pxt640107_suicidalideation_withmethods_withoutintent_sincelastvisit_describe","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","If yes, describe:",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicidalideation_withintent_withoutplan_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","4. Active suicidal thoughts of killing oneself and subject reports having some intent to act on such thoughts, as opposed to ""I have the thoughts but I definitely will not do anything about them.""  Have you had these thoughts and had some intention of acting on them?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX640107",,,,,,,,,,"",""
"pxt640107_suicidalideation_withintent_withoutplan_sincelastvisit_describe","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","If yes, describe:",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicidalideation_withintent_withplan_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","5. Thoughts of killing oneself with details of plan fully or partially worked out and subject has some intent to carry it out.  Have you started to work out or worked out the details of how to kill yourself? Do you intend to carry out this plan?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX640107",,,,,,,,,,"",""
"pxt640107_suicidalideation_withintent_withplan_sincelastvisit_describe","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","If yes, describe:",,"PX640107",,,,,,,,,,"",""
"suicidalideation_mostseveretype_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"descriptive","The following features should be rated with respect to the most severe type of ideation (i.e., 1-5 from above, with 1 being the least severe and 5 being the most severe). Ask about time he/she was feeling the most suicidal.  Most Severe Ideation:  Type # (1-5)",,"PX640107",,,,,,,,,,"",""
"sb_640107","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"descriptive","Suicidal Behavior",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicide_actual_attempt_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","A potentially self-injurious act committed with at least some wish to die, as a result of act. Behavior was in part thought of as method to kill oneself. Intent does not have to be 100%.  If there is any intent/desire to die associated with the act, then it can be considered an actual suicide attempt. There does not have to be any injury or harm, just the potential for injury or harm. If person pulls trigger while gun is in mouth but gun is broken so no injury results, this is considered an attempt.  Inferring Intent: Even if an individual denies intent/wish to die, it may be inferred clinically from the behavior or circumstances. For example, a highly lethal act that is clearly not an accident so no other intent but suicide can be inferred (e.g., gunshot to head, jumping from window of a high floor/story). Also, if someone denies intent to die, but they thought that what they did could be lethal, intent may be inferred.  Have you made a suicide attempt?  Have you done anything to harm yourself?  Have you done anything dangerous where you could have died?  What did you do?  Did you___ as a way to end your life?  Did you want to die (even a little) when you___?  Were you trying to end your life when you ___?  Or did you think it was possible you could have died from___?  Or did you do it purely for other reasons / without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)?  (Self-Injurious Behavior without suicidal intent)","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX640107",,,,,,,,,,"",""
"pxt640107_suicide_actual_attempt_sincelastvisit_description","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","If yes, describe:",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicide_actual_attempt_totalnumber_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","Total number of attempts:",,"PX640107","number",,,,,,,,,"",""
"pxt640107_nonsuicidal_selfinjurious_behavior_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","Has subject engaged in Non-Suicidal Self-Injurious Behavior?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX640107",,,,,,,,,,"",""
"ia_640107","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"descriptive","Interrupted Attempt",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicide_interrupted_attempt_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","When the person is interrupted (by an outside circumstance) from starting the potentially self-injurious act (if not for that, actual attempt would have occurred).  Overdose: Person has pills in hand but is stopped from ingesting.  Once they ingest any pills, this becomes an attempt rather than an interrupted attempt. Shooting: Person has gun pointed toward self, gun is taken away by someone else, or is somehow prevented from pulling trigger. Once they pull the trigger, even if the gun fails to fire, it is an attempt. Jumping: Person is poised to jump, is grabbed and taken down from ledge. Hanging: Person has noose around neck but has not yet started to hang - is stopped from doing so.  Has there been a time when you started to do something to end your life but someone or something stopped you before you actually did anything?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX640107",,,,,,,,,,"",""
"pxt640107_suicide_interrupted_attempt_sincelastvisit_describe","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","If yes, describe:",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicide_interrupted_attempt_totalnumber_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","Total number of interrupted attempts:",,"PX640107","number",,,,,,,,,"",""
"aa_640107","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"descriptive","Aborted Attempt",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicide_aborted_attempt_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","When person begins to take steps toward making a suicide attempt, but stops themselves before they actually have engaged in any self-destructive behavior. Examples are similar to interrupted attempts, except that the individual stops him/herself, instead of being stopped by something else.  Has there been a time when you started to do something to try to end your life but you stopped yourself before you actually did anything?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX640107",,,,,,,,,,"",""
"pxt640107_suicide_aborted_attempt_sincelastvisit_describe","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","If yes, describe:",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicide_aborted_attempt_totalnumber_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"text","Total number of aborted attempts:",,"PX640107","number",,,,,,,,,"",""
"pa_640107","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"descriptive","Preparatory Acts or Behavior:",,"PX640107",,,,,,,,,,"",""
"pxt640107_suicide_preparatory_acts_behavior_sincelastvisit","px640107_phenx_classif_of_suicidal_ideation_and_beh_adult_since_l",,"radio","Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalization or thought, such as assembling a specific method (e.g., buying pills, purchasing a gun) or preparing for one's death by suicide (e.g., giving things away, writing a suicide note).  Have you taken any steps towards making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away or writing a suicide note)?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX640107",,,,,,,,,,"",""
