"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_colorectal_procedures_and_outcomes_medical_record_review_record_id","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"text","Record ID",,"PX190401",,,,,,,,,,"",
"desc1_190401","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"descriptive","A downloadable PDF of the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO) Diagnostic Evaluation-Colorectum form is available here: <a href=""https://www.phenxtoolkit.org/toolkit_content/supplemental_info/gastrointestinal/additional_info/PLCO_DEC.pdf"" target=""blank"">PLCO_DEC.pdf</a>",,"PX190401",,,,,,,,,,"",""
"abstracted_date","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"text","Date Abstracted",,"PX190401","date_mdy",,,,,,,,,"",""
"abstractor_id","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"text","Abstractor ID Number",,"PX190401","number",0,9999,,,,,,,"",""
"nosologist_id","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"text","Nosologist ID Number",,"PX190401","number",0,9999,,,,,,,"",""
"ctr_id","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"text","CTR ID Number",,"PX190401","number",0,9999,,,,,,,"",""
"study_year","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Study Year","UNDEFINED_CODE,T0|UNDEFINED_CODE_1,T1|UNDEFINED_CODE_2,T2|UNDEFINED_CODE_3,T3|UNDEFINED_CODE_4,T4|UNDEFINED_CODE_5,T5|UNDEFINED_CODE_6,T6|UNDEFINED_CODE_7,T7|UNDEFINED_CODE_8,T8|UNDEFINED_CODE_9,T9|UNDEFINED_CODE_10,T10|UNDEFINED_CODE_11,T11|UNDEFINED_CODE_12,T12|UNDEFINED_CODE_13,T13","PX190401",,,,,,,,,,"",""
"purpose","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Purpose of Abstract","UNDEFINED_CODE,Initial abstract|UNDEFINED_CODE_1,Re-abstract for QA","PX190401",,,,,,,,,,"",""
"multiple_primary_cancer","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"text","Multiple Primary Cancer Number",,"PX190401","number",2,9,,,,,,,"",""
"office_use_form_receipted_sms","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Form Receipted into SMS","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX190401",,,,,,,,,,"",""
"office_use_manual_review_completed","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Manual Review Completed","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX190401",,,,,,,,,,"",""
"office_use_non_scannable_items","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Data Entry of Non-Scannable Items","UNDEFINED_CODE,Completed|UNDEFINED_CODE_1,None Required","PX190401",,,,,,,,,,"",""
"office_use_data_retrieval","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Data Retrieval","UNDEFINED_CODE,Attempted|UNDEFINED_CODE_1,None Required","PX190401",,,,,,,,,,"",""
"office_use_disposition","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Disposition","UNDEFINED_CODE,Interim Complete (ICM)|UNDEFINED_CODE_1,Final Complete (FCM)|UNDEFINED_CODE_2,Final Incomplete (FIG)","PX190401",,,,,,,,,,"",""
"diagnostic_procedures_performed","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Diagnostic Procedures Performed","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No, Physician report|UNDEFINED_CODE_2,No, Participant self-report","PX190401",,,,,,,,,,"",""
"initial_visit_reason_symptomatic","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Reason for Initial Visit for Clinical Assessment  Symptomatic","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX190401",,,,,"[diagnostic_procedures_performed] = 'UNDEFINED_CODE'",,,,,"",""
"initial_visit_reason_positive_plco","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Reason for Initial Visit for Clinical Assessment  Follow-up of positive PLCO screen","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX190401",,,,,"[diagnostic_procedures_performed] = 'UNDEFINED_CODE'",,,,,"",""
"initial_visit_reason_other","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Reason for Initial Visit for Clinical Assessment  Other","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX190401",,,,,"[diagnostic_procedures_performed] = 'UNDEFINED_CODE'",,,,,"",""
"initial_visit_reason_other_specify","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"text","Specify Other Reason for Initial Visit for Clinical Assessment",,"PX190401",,,,,"[diagnostic_procedures_performed] = 'UNDEFINED_CODE'",,,,,"",""
"sigmoidoscopy_colonoscopy","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","Sigmoidoscopy or Colonoscopy","UNDEFINED_CODE,No|UNDEFINED_CODE_1,Yes|UNDEFINED_CODE_2,Unknown","PX190401",,,,,"[diagnostic_procedures_performed] = 'UNDEFINED_CODE'",,,,,"",""
"procedure_type_1","px190401_phenx_colorectal_procedures_and_outcomes_medical_record_review",,"radio","PROCEDURE TYPE","1 , Sigmoidoscopy|3 , Colonoscopy|4 , Endoscopy (NOS)","PX190401",,,,,"[diagnostic_procedures_performed] = 'UNDEFINED_CODE'",,,,,"",""
