"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_personal_care_products_record_id","px061501_phenx_personal_care_products",,"text","Record ID",,"PX061501",,,,,,,,,,"",
"waterless_hand_sanitizers","px061501_phenx_personal_care_products",,"text","How often do you use waterless hand sanitizers?",,"PX061501","number",,,,,,,,,"",""
"waterless_hand_sanitizers_encoded","px061501_phenx_personal_care_products",,"radio","How often do you use waterless hand sanitizers?","_3, I prefer not to answer this question | _2, I don't know | 0, Never","PX061501",,,,,"[waterless_hand_sanitizers] = ''",,,,,"",""
"waterless_hand_sanitizers_period","px061501_phenx_personal_care_products",,"radio","How often do you use waterless hand sanitizers?","_8, Less than once a year | _3, I prefer not to answer this question | _2, I don't know | 1, Year | 2, Month | 3, Week | 4, Day | 5, Per Three Months (Quarterly)","PX061501",,,,,"[waterless_hand_sanitizers] <> ''",,,,,"",""
"waterless_hand_sanitizers_when","px061501_phenx_personal_care_products",,"radio","When was the last time you used a waterless hand sanitizer?","_3 , I prefer not to answer that question|_2 , I don't know|0 , Never|1 , Within the last week|1.5 , More than 3 months ago|2 , Within the last 3 months|3 , Within the last month|4 , Within the last 2 weeks|6 , Within the last 3 days|7 , Today","PX061501",,,,,"[waterless_hand_sanitizers] > 0 AND [waterless_hand_sanitizers_encoded] = ''",,,,,"",""
"liquidsoaps_notantibacterial","px061501_phenx_personal_care_products",,"text","How often do you use liquid soaps that are not antibacterial?",,"PX061501","number",,,,,,,,,"",""
"liquidsoaps_notantibacterial_encoded","px061501_phenx_personal_care_products",,"radio","How often do you use liquid soaps that are not antibacterial?","_3, I prefer not to answer this question | _2, I don't know | 0, Never","PX061501",,,,,"[liquidsoaps_notantibacterial] = ''",,,,,"",""
"liquidsoaps_notantibacterial_period","px061501_phenx_personal_care_products",,"radio","How often do you use liquid soaps that are not antibacterial?","_8, Less than once a year | _3, I prefer not to answer this question | _2, I don't know | 1, Year | 2, Month | 3, Week | 4, Day | 5, Per Three Months (Quarterly)","PX061501",,,,,"[liquidsoaps_notantibacterial] <> ''",,,,,"",""
"brand_nonantibacterial_liquidsoap","px061501_phenx_personal_care_products",,"text","What brand of non-antibacterial liquid soap do you use most often?",,"PX061501",,,,,"[liquidsoaps_notantibacterial] > 0 AND [liquidsoaps_notantibacterial_encoded]=''",,,,,"",""
"brand_nonantibacterial_liquidsoap_encoded","px061501_phenx_personal_care_products",,"radio","What brand of non-antibacterial liquid soap do you use most often?","_3 , I prefer not to answer that question|_2 , I don't know","PX061501",,,,,"[brand_nonantibacterial_liquidsoap] = ''",,,,,"",""
"otherbrand_nonantibacterial_liquidsoap","px061501_phenx_personal_care_products",,"text","What brand of non-antibacterial liquid soap do you use most often?",,"PX061501",,,,,"[brand_nonantibacterial_liquidsoap] <> ''",,,,,"",""
"otherbrand_nonantibacterial_liquidsoap_encoded","px061501_phenx_personal_care_products",,"radio","What brand of non-antibacterial liquid soap do you use most often?","_3 , None|_2 , I don't know","PX061501",,,,,"[brand_nonantibacterial_liquidsoap] <> '' AND [otherbrand_nonantibacterial_liquidsoap] = ''",,,,,"",""
"secondotherbrand_nonantibacterial_liquidsoap","px061501_phenx_personal_care_products",,"text","What brand of non-antibacterial liquid soap do you use most often?",,"PX061501",,,,,"[otherbrand_nonantibacterial_liquidsoap] <> ''",,,,,"",""
"secondotherbrand_nonantibacterial_liquidsoap_encoded","px061501_phenx_personal_care_products",,"radio","What brand of non-antibacterial liquid soap do you use most often?","_6 , None|_2 , I don't know","PX061501",,,,,"[otherbrand_nonantibacterial_liquidsoap] <> '' AND [secondotherbrand_nonantibacterial_liquidsoap] = ''",,,,,"",""
"nonantibacterial_liquidsoap","px061501_phenx_personal_care_products",,"radio","How long have you used your current brand? (non-antibacterial soap)","_3 , I prefer not to answer this question|_2 , I don't know|1 , I buy a new brand each time, or whatever is on sale|1.5 , 1 year or less|2 , 2 or 3 years|3 , 4 to 10 years|4 , 11 to 20 years|5 , More than 20 years","PX061501",,,,,"[liquidsoaps_notantibacterial] > 0 AND [liquidsoaps_notantibacterial_encoded]=''",,,,,"",""
"last_nonantibacterial_liquidsoap","px061501_phenx_personal_care_products",,"radio","When was the last time you used a liquid soap that was not antibacterial?","_3 , I prefer not to answer this question|_2 , I don't know|0 , Never|1 , More than 3 months ago|1.5 , Within the last week|2 , Within the last 3 months|3 , Within the last month|4 , Within the last 2 weeks|6 , Within the last 3 days|7 , Today","PX061501",,,,,"[liquidsoaps_notantibacterial] > 0 AND [liquidsoaps_notantibacterial_encoded]=''",,,,,"",""
"antibacterial_liquidsoap","px061501_phenx_personal_care_products",,"text","How often do you use antibacterial liquid soaps?",,"PX061501",,,,,,,,,,"",""
"antibacterial_liquidsoap_encoded","px061501_phenx_personal_care_products",,"radio","How often do you use antibacterial liquid soaps?","_3, I prefer not to answer this question | _2, I don't know | 0, Never","PX061501",,,,,"[antibacterial_liquidsoap] = ''",,,,,"",""
"antibacterial_liquidsoap_period","px061501_phenx_personal_care_products",,"radio","How often do you use antibacterial liquid soaps?","_8, Less than once a year | _3, I prefer not to answer this question | _2, I don't know | 1, Year | 2, Month | 3, Week | 4, Day | 5, Per Three Months (Quarterly)","PX061501",,,,,"[antibacterial_liquidsoap] > 0",,,,,"",""
