"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_migraine_record_id","px130501_phenx_migraine",,"text","Record ID",,"PX130501",,,,,,,,,,"",
"severe_headaches_last_year","px130501_phenx_migraine",,"radio","1. Over the past year, have you suffered from severe headaches?","1, Yes | 2, No","PX130501",,,,,,,,,,"",""
"current_age","px130501_phenx_migraine",,"text","2. Age:",,"PX130501","number",,,,"[severe_headaches_last_year] = '1'",,,,,"",""
"gender","px130501_phenx_migraine",,"radio","3. Sex","1, Male | 2, Female","PX130501",,,,,"[severe_headaches_last_year] = '1'",,,,,"",""
"headache_complications_numbness_enum","px130501_phenx_migraine",,"checkbox","4. When you have a severe headache, do you experience any of the following?  (check all that apply)","1, Nausea | 2, Vomiting | 3, One side of head only | 4, Pulsating/throbbing headaches | 5, Pain-free intervals of days or weeks between severe headache attacks | 6, Sensitivity to light | 7, Sensitivity to noise | 8, Blurring of vision | 9, Seeing shimmering lights, circles, other shapes, or colors before the eyes, before the headache starts | 10, Numbness of lips, tongue, fingers, or legs before the headache starts","PX130501",,,,,"[severe_headaches_last_year] = '1'",,,,,"",""
"severe_headaches_average_frequency","px130501_phenx_migraine",,"text","4a. About how often do your severe headaches occur? (Write In Number Of Headache Days You Have Per Week, Month or Year - please specify which in answer)",,"PX130501",,,,,"[severe_headaches_last_year] = '1'",,,,,"",""
"severe_headache_pain_type","px130501_phenx_migraine",,"radio","5. Which statement best describes the pain of your severe headaches? (Check ONE)","1, Extremely severe pain | 2, Severe pain | 3, Moderately severe pain | 4, Mild pain","PX130501",,,,,"[severe_headaches_last_year] = '1'",,,,,"",""
"how_affected_by_headaches","px130501_phenx_migraine",,"radio","6. Which best describes how you are usually affected by severe headaches? (Check ONE)","1, Able to work/function normally | 2, Working ability or activity impaired to some degree | 3, Working ability or activity severely impaired | 4, Bed rest required","PX130501",,,,,"[severe_headaches_last_year] = '1'",,,,,"",""
"how_long_unable_to_work","px130501_phenx_migraine",,"radio","7. Each time you have a severe headache, how long are you unable to work or undertake normal activities? (Check ONE)","1, 0 days (no activity restriction) | 2, Less than 1 day | 3, 1-2 days | 4, 3-5 days | 5, 6 or more days","PX130501",,,,,"[severe_headaches_last_year] = '1'",,,,,"",""
"headache_frequency_last_three_months","px130501_phenx_migraine",,"text","8. On how many days in the last 3 months did you have a headache (if headache lasted more than 1 day, count each day)?",,"PX130501","number",,,,"[severe_headaches_last_year] = '1'",,,,,"",""
