"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl_record_id","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"text","Record ID",,"PX140901",,,,,,,,,,"",
"pxt140901_hemophilia","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"radio","Do you have hemophilia? (exclusion from Phlebotomy)","1 , Yes|2 , No|7 , Refused|9 , Don't Know","PX140901",,,,,,,,,,"",""
"pxt140901_chemotherapy","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"radio","Have you received cancer chemotherapy in the past four weeks or do you anticipate such therapy in the next four weeks? (exclusion from Phlebotomy)","1 , Yes|2 , No|7 , Refused|9 , Don't Know","PX140901",,,,,,,,,,"",""
"pxt140901_exclusion_criteria","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"radio","Exclusion Criteria","UNDEFINED_CODE,Hemophilia|UNDEFINED_CODE_1,Received cancer chemotherapy in the last 3 weeks|UNDEFINED_CODE_2,None - proceed with blood draw","PX140901",,,,,,,,,,"",""
"pxt140901_blood_draw_done","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"radio","Was blood drawn?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX140901",,,,,,,,,,"",""
"pxt140901_blood_draw_sample","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"radio","Was full sample obtained?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX140901",,,,,,,,,,"",""
"pxt140901_blood_draw_comments","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"text","Record any comments about the blood draw, including any reasons for the tube not being drawn according to the protocol.",,"PX140901",,,,,,,,,,"",""
"pxt140901_sample_comments","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"text","Record any comments about the blood during processing, such as whether or not the sample was clotted.",,"PX140901",,,,,,,,,,"",""
"assay_type","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"text","Record the type of assay used to perform the determination of glycosylated hemoglobin:",,"PX140901",,,,,,,,,,"",""
"pxt140901_equipment_make_manufacturer","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"text","Make and manufacturer of the equipment used to perform the determination of glycosylated hemoglobin:",,"PX140901",,,,,,,,,,"",""
"pxt140901_assay_repeatability","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"text","Repeatability of the assay",,"PX140901",,,,,,,,,,"",""
"pxt140901_coefficient_of_variation","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"text","Coefficient of variation for the assay",,"PX140901",,,,,,,,,,"",""
"percent_glycosylated_hemoglobin","px140901_phenx_glycosylated_hemoglobin_assay_that_reflects_longterm_gl",,"text","Percent Glycosylated Hemoglobin",,"PX140901",,,,,,,,,,"",""
