"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sexual_function_female_record_id,px880801_sexual_function_female,,text,"Record ID",,PX880801,,,,,,,,,,,
sexual_function_female_interest_activity,px880801_sexual_function_female,,radio,"In the past 30 days, how interested have you been in sexual activity?","1, Not at all|2, A little bit|3, Somewhat|4, Quite a bit|5, Very",PX880801,,,,,,,,,,,
sexual_function_female_wanted_activity,px880801_sexual_function_female,,radio,"In the past 30 days, how often have you felt like you wanted to have sexual activity?","1, Never|2, Rarely|3, Sometimes|4, Often|5, Always",PX880801,,,,,,,,,,,
sexual_function_female_any_activity,px880801_sexual_function_female,,radio,"In the past 30 days, did you have any type of sexual activity? (Examples of sexual activity are masturbation, oral sex, and sexual intercourse.)","1, No|2, Yes",PX880801,,,,,,,,,,,
sexual_function_female_no_activity,px880801_sexual_function_female,,radio,"There are many reasons why people may not have had sexual activity during the month. What are the reasons why you did not have sexual activity? Please read the list carefully and check every reason that applies to you, even if it happened only one time during the past 30 days.","1, Was not interested in having sexual activity | 2, Dryness or pain in or around my vagina | 3, Difficulties with orgasm/climax | 4, Don't enjoy sexual activity | 5, Health condition | 6, No partner | 7, Partner was away | 8, Partner was not interested in sexual activity | 9, Partner's health condition | 10, Some other reason (Specify)",PX880801,,,,,"[sexual_function_female_any_activity] = 1",,,,,,
sexual_function_female_no_activity_specify,px880801_sexual_function_female,,text,"There are many reasons why people may not have had sexual activity during the month. What are the reasons why you did not have sexual activity? Please read the list carefully and check every reason that applies to you, even if it happened only one time during the past 30 days. Specify",,PX880801,,,,,"[sexual_function_female_no_activity] = 10",,,,,,
sexual_function_female_lubricated_during_intercourse,px880801_sexual_function_female,,radio,"In the past 30 days, how often did you become lubricated (""wet"") during sexual activity or intercourse?","5, Almost always or always | 4, Most times (more than half the time) | 3, Sometimes (about half the time) | 2, A few times (less than half the time) | 1, Almost never or never",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_difficult_maintain_lubrication,px880801_sexual_function_female,,radio,"In the past 30 days, how difficult was it to maintain your lubrication (""wetness"") until completion of sexual activity or intercourse?","1, Extremely difficult or impossible | 2, Very difficult | 3, Difficult | 4, Slightly difficult | 5, Not difficult",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_discomfort_inside_vagina,px880801_sexual_function_female,,radio,"In the past 30 days, when you have had sexual activity, how much discomfort have you felt inside your vagina?","1, None|2, A little bit|3, Some|4, Quite a bit|5, A lot",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_pain_inside_vagina,px880801_sexual_function_female,,radio,"In the past 30 days, when you have had sexual activity, how much pain have you felt inside your vagina?","1, None|2, A little bit|3, Some|4, Quite a bit|5, A lot",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_discomfort_labia,px880801_sexual_function_female,,radio,"In the past 30 days, when you have had sexual activity, how much discomfort have you had in your labia (lips around the opening of the vagina)?","1, None|2, A little bit|3, Some|4, Quite a bit|5, A lot",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_discomfort_clitoris,px880801_sexual_function_female,,radio,"In the past 30 days, when you have had sexual activity, how much discomfort have you had in your clitoris (clit)?","1, None|2, A little bit|3, Some|4, Quite a bit|5, A lot",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_often_orgasm,px880801_sexual_function_female,,radio,"In the past 30 days, how often have you been able to have an orgasm/climax when you wanted to?","0, Have not tried to have an orgasm/climax|1, Never|2, Rarely|3, Sometimes|4, Often|5, Always",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_satisfying_orgasm,px880801_sexual_function_female,,radio,"In the past 30 days, how satisfying have your orgasms or climaxes been?","0, Have not had an orgasm/climax|1, Not at all|2, A little bit|3, Somewhat|4, Quite a bit|5, Very",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_satisfied_sex_life,px880801_sexual_function_female,,radio,"In the past 30 days, how satisfied have you been with your sex life?","1, Not at all|2, A little bit|3, Somewhat|4, Quite a bit|5, Very",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
sexual_function_female_pleasure_sex_life,px880801_sexual_function_female,,radio,"In the past 30 days, how much pleasure has your sex life given you?","1, None|2, A little bit|3, Some|4, Quite a bit|5, A lot",PX880801,,,,,"[sexual_function_female_any_activity] = 2",,,,,,
