"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"PhenX_-_Complete_Blood_Count_CBC_record_id","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Record ID",,"PX220501",,,,,,,,,,"",
"CompleteBloodCount _hemophilia","px220501_PhenX_-_Complete_Blood_Count_CBC",,"radio","Do you have hemophilia?","1,Yes|2,No|7,Refused|9,Don't Know","PX220501",,,,,,,,,,"",""
"CompleteBloodCount _Chemotherapy_4weeks","px220501_PhenX_-_Complete_Blood_Count_CBC",,"radio","Have you received cancer chemotherapy in the past four weeks or do you anticipate such therapy in the next four weeks?","1,Yes|2,No|7,Refused|9,Don't Know","PX220501",,,,,,,,,,"",""
"CompleteBloodCount _Age","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Age",,"PX220501","number",,,,,,,,,"",""
"CompleteBloodCount _Blood_Draw_Results","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Record the results of the blood draw.",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount _Blood_Draw_Tube_Deviation","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Record reasons for a tube not being drawn according to the protocol.",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount _Venipuncture_Comments","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Record any comments about the venipuncture.",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_White_Blood_Cell_Count","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","White blood cell count",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Lymphocyte","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Lymphocyte",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Monocyte","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Monocyte",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Segmented_Neutrophils","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Segmented neutrophils",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Eosinophils","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Eosinophils",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Basophils","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Basophils",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Lymphocyte_Number","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Lymphocyte number",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Monocyte_Number","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Monocyte number",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Segmented_Neutrophils_Number","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Segmented neutrophils number",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Eosinophils_Number","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Eosinophils number",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Basophils_Number","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Basophils number",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Red_Cell_Count","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Red cell count",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Hemoglobin","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Hemoglobin",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Hematocrit","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Hematocrit",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Mean_Cell_Volume","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Mean cell volume",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Mean_Cell_Hemoglobin","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Mean cell hemoglobin",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_MCHC","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","MCHC",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Red_Cell_Distribution_Width","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Red cell distribution width",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Platelet_Count","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Platelet count",,"PX220501",,,,,,,,,,"",""
"CompleteBloodCount_Mean_Platelet_Volume","px220501_PhenX_-_Complete_Blood_Count_CBC",,"text","Mean platelet volume",,"PX220501",,,,,,,,,,"",""
