"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"record_id","px860602_px860602",,"text","Record ID",,"PX860602",,,,,,,,,,"",""
"protocol_instructions","px860602_px860602",,"descriptive","The chart is designed for paper or electronic administration.  Instructions: ""Color in [click] all the parts of your body where you have had pain in the past 2 weeks.""  Instructions may be varied if necessary to show pain ""right now"", or pain during a specified activity, or during a different period of time, or to show pain of different quality or intensity using different colors or symbols.  Areas for scoring are listed in Table 1, next page.",,"PX860602",,,,,,,,,,"",""
"pain_location_body_map_img","px860602_px860602",,"descriptive",,,"PX860602",,,,,,,,,,"",""
"protocol_scoring","px860602_px860602",,"descriptive","Scoring the pain chart. 21 areas are identified on the map as listed below.  Any mark in an area results in a score (yes or 1) for that area.  Any area left blank gets a score of No or 0.  Laterality is ignored: for example, a mark on the left foot, the right foot, or both feet all score the same (Yes for Foot).  Investigators can score the map more finely if desired, or add demarcations or enlargements of areas of interest.  This system is the suggested minimum.",,"PX860602",,,,,,,,,,"",""
"pain_location_body_map_head","px860602_px860602",,"radio","1. Head","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_face","px860602_px860602",,"radio","2. Face","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_throat","px860602_px860602",,"radio","3. Throat/neck","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_shoulder","px860602_px860602",,"radio","4. Shoulder","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_chest","px860602_px860602",,"radio","5. Chest","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_upper_arm","px860602_px860602",,"radio","6. Upper arm","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_elbow","px860602_px860602",,"radio","7. Elbow","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_forearm","px860602_px860602",,"radio","8. Forearm","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_wrist","px860602_px860602",,"radio","9. Wrist","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_hand","px860602_px860602",,"radio","10. Hand","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_abdomen","px860602_px860602",,"radio","11. Abdomen","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_hip","px860602_px860602",,"radio","12. Hip","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_groin","px860602_px860602",,"radio","13. Groin/pubic area","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_thigh","px860602_px860602",,"radio","14. Thigh","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_knee","px860602_px860602",,"radio","15. Knee","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_calf","px860602_px860602",,"radio","16. Calf","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_ankle","px860602_px860602",,"radio","17. Ankle","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_foot","px860602_px860602",,"radio","18. Foot","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_upper_back","px860602_px860602",,"radio","19. Upper back","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_mid_back","px860602_px860602",,"radio","20. Mid back","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
"pain_location_body_map_lower_back","px860602_px860602",,"radio","21. Lower back","UNDEFINED_CODE, Front only | UNDEFINED_CODE_1, Back only | UNDEFINED_CODE_2, Either side","PX860602",,,,,,,,,"mat","",""
