"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_quality_of_life_as_affected_by_respiratory_disease_record_id","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"text","Record ID",,"PX091301",,,,,,,,,,"",
"health_self_assessment","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Questions about how much chest trouble you have had over the past 3 months. (Please tick/check one.) How do you describe your current health?","UNDEFINED_CODE, Very good | UNDEFINED_CODE_1, Good | UNDEFINED_CODE_2, Fair | UNDEFINED_CODE_3, Poor | UNDEFINED_CODE_4, Very Poor","PX091301",,,,,,,,,,"",""
"frequency_3_months_cough","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Over the past 3 months, I have coughed:","UNDEFINED_CODE, Most days a week | UNDEFINED_CODE_1, Several days a week | UNDEFINED_CODE_2, A few days a month | UNDEFINED_CODE_3, Only with chest infections | UNDEFINED_CODE_4, Not at all","PX091301",,,,,,,,,,"",""
"frequency_3_months_phlegm_sputum","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Over the past 3 months, I have brought up phlegm (sputum):","UNDEFINED_CODE, Most days a week | UNDEFINED_CODE_1, Several days a week | UNDEFINED_CODE_2, A few days a month | UNDEFINED_CODE_3, Only with chest infections | UNDEFINED_CODE_4, Not at all","PX091301",,,,,,,,,,"",""
"frequency_3_months_breath_shortness","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Over the past 3 months, I have had shortness of breath:","UNDEFINED_CODE, Most days a week | UNDEFINED_CODE_1, Several days a week | UNDEFINED_CODE_2, A few days a month | UNDEFINED_CODE_3, Only with chest infections | UNDEFINED_CODE_4, Not at all","PX091301",,,,,,,,,,"",""
"frequency_3_months_wheezing","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Over the past 3 months, I have had attacks of wheezing:","UNDEFINED_CODE, Most days a week | UNDEFINED_CODE_1, Several days a week | UNDEFINED_CODE_2, A few days a month | UNDEFINED_CODE_3, Only with chest infections | UNDEFINED_CODE_4, Not at all","PX091301",,,,,,,,,,"",""
"three_months_chest_attack_times","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","During the past 3 months, how many severe or very unpleasant attacks of chest trouble have you had?","UNDEFINED_CODE, More than 3 attacks | UNDEFINED_CODE_1, 3 attacks | UNDEFINED_CODE_2, 2 attacks | UNDEFINED_CODE_3, 1 attack | UNDEFINED_CODE_4, No attacks","PX091301",,,,,,,,,,"",""
"worst_chest_attack_last","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","How long did the worst attack of chest trouble last?","UNDEFINED_CODE, A week or more | UNDEFINED_CODE_1, 3 or more days | UNDEFINED_CODE_2, 1 or 2 days | UNDEFINED_CODE_3, Less than a day","PX091301",,,,,"[three_months_chest_attack_times] = 'UNDEFINED_CODE' or [three_months_chest_attack_times] = 'UNDEFINED_CODE_1' or [three_months_chest_attack_times] = 'UNDEFINED_CODE_2' or [three_months_chest_attack_times] = 'UNDEFINED_CODE_3'",,,,,"",""
"good_days_in_week","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Over the past 3 months, in an average week, how many good days (with little chest trouble) have you had?","UNDEFINED_CODE, No good days | UNDEFINED_CODE_1, 1 or 2 good days | UNDEFINED_CODE_2, 3 or 4 good days | UNDEFINED_CODE_3, Nearly every day is good | UNDEFINED_CODE_4, Every day is good","PX091301",,,,,,,,,,"",""
"wheeze_worse_in_morning","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","If you have a wheeze, is it worse in the morning?","UNDEFINED_CODE,No|UNDEFINED_CODE_1,Yes","PX091301",,,,,,,,,,"",""
"chest_self_assessment","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","How would you describe your chest condition?","UNDEFINED_CODE,The most important problem I have|UNDEFINED_CODE_1,Causes me quite a lot of problems|UNDEFINED_CODE_2,Causes me a few problems|UNDEFINED_CODE_3,Causes no problems","PX091301",,,,,,,,,,"",""
"chest_trouble_affect_employment","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","If you have ever had paid employment.","UNDEFINED_CODE,My chest trouble made me stop work altogether|UNDEFINED_CODE_1,My chest trouble interferes with my work or made me change my work|UNDEFINED_CODE_2,My chest trouble does not affect my work","PX091301",,,,,,,,,,"",""
"breathless_these_days_sitting","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","What activities usually make you feel breathless these days? Sitting or lying still:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"breathless_these_days_washed","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","What activities usually make you feel breathless these days? Getting washed or dressed:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"breathless_these_days_walking_home","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","What activities usually make you feel breathless these days? Walking around the home:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"breathless_these_days_walking_outside","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","What activities usually make you feel breathless these days? Walking outside on the level:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"breathless_these_days_wakling_stairs","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","What activities usually make you feel breathless these days? Walking up a flight of stairs:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"breathless_these_days_walking_hills","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","What activities usually make you feel breathless these days? Walking up hills:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"breathless_these_days_sports","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","What activities usually make you feel breathless these days? Playing sports or games:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"cough_breathless_hurts","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Some more questions about your cough and breathlessness these days. My cough hurts:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"cough_breathless_tired","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Some more questions about your cough and breathlessness these days. My cough makes me tired:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"cough_breathless_when_talk","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Some more questions about your cough and breathlessness these days. I am breathless when I talk:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
"cough_breathless_when_bend_over","px091301_phenx_quality_of_life_as_affected_by_respiratory_disease",,"radio","Some more questions about your cough and breathlessness these days. I am breathless when I bend over:","UNDEFINED_CODE, TRUE | UNDEFINED_CODE_1, FALSE","PX091301",,,,,,,,,,"",""
