"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
affordability_problems_access_prescriptions_delay_costrecord_id,px280801_affordability_problems_access_prescriptions,,text,"Record ID",,PX280801,,,,,,,,,,,
affordability_problems_access_prescriptions_delay_cost,px280801_affordability_problems_access_prescriptions,,radio,"Please think about the last 12 months, that is, between {MONTH YEAR-1} and today. {{Have you/Has{PERSON}} delayed getting prescription medicines} because of worry about the cost?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Refused | UNDEFINED_CODE_3, Don't know",PX280801,,,,,,,,,,,
affordability_problems_access_prescriptions_delay_cost_who_1,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else delay getting prescription medicines because of worry about the cost? ENTER ALL THAT APPLY. Full Name 1",,PX280801,,,,,"[affordability_problems_access_prescriptions_delay_cost] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_delay_cost_who_2,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else delay getting prescription medicines because of worry about the cost? ENTER ALL THAT APPLY. Full Name 2",,PX280801,,,,,"[affordability_problems_access_prescriptions_delay_cost] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_delay_cost_who_3,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else delay getting prescription medicines because of worry about the cost? ENTER ALL THAT APPLY. Full Name 3",,PX280801,,,,,"[affordability_problems_access_prescriptions_delay_cost] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_delay_cost_who_4,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else delay getting prescription medicines because of worry about the cost? ENTER ALL THAT APPLY. Full Name 4",,PX280801,,,,,"[affordability_problems_access_prescriptions_delay_cost] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_delay_cost_who_5,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else delay getting prescription medicines because of worry about the cost? ENTER ALL THAT APPLY. Full Name 5",,PX280801,,,,,"[affordability_problems_access_prescriptions_delay_cost] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_not_afford,px280801_affordability_problems_access_prescriptions,,radio,"In the last 12 months, was there any time when {{you/{PERSON}}/anyone in the household} needed prescription medicines, but did not get them because {{you/he/she}/they} couldn't afford it?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Refused | UNDEFINED_CODE_3, Don't know",PX280801,,,,,"[affordability_problems_access_prescriptions_delay_cost] = 'UNDEFINED_CODE_1' or [affordability_problems_access_prescriptions_delay_cost] = 'UNDEFINED_CODE_2' or [affordability_problems_access_prescriptions_delay_cost] = 'UNDEFINED_CODE_3'",,,,,,
affordability_problems_access_prescriptions_not_afford_who_1,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else need prescription medicines but did not get it because they couldn't afford it? ENTER ALL THAT APPLY. Full Name 1",,PX280801,,,,,"[affordability_problems_access_prescriptions_not_afford] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_not_afford_who_2,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else need prescription medicines but did not get it because they couldn't afford it? ENTER ALL THAT APPLY. Full Name 2",,PX280801,,,,,"[affordability_problems_access_prescriptions_not_afford] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_not_afford_who_3,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else need prescription medicines but did not get it because they couldn't afford it? ENTER ALL THAT APPLY. Full Name 3",,PX280801,,,,,"[affordability_problems_access_prescriptions_not_afford] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_not_afford_who_4,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else need prescription medicines but did not get it because they couldn't afford it? ENTER ALL THAT APPLY. Full Name 4",,PX280801,,,,,"[affordability_problems_access_prescriptions_not_afford] = 'UNDEFINED_CODE'",,,,,,
affordability_problems_access_prescriptions_not_afford_who_5,px280801_affordability_problems_access_prescriptions,,text,"Who was that? PROBE: Did anyone else need prescription medicines but did not get it because they couldn't afford it? ENTER ALL THAT APPLY. Full Name 5",,PX280801,,,,,"[affordability_problems_access_prescriptions_not_afford] = 'UNDEFINED_CODE'",,,,,,
