"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
self_management_skills_checklist_caregiver_child_record_id,px870802_self_management_skills_checklist_caregiver,,text,"Record ID",,PX870802,,,,,,,,,,,
self_management_skills_checklist_caregiver_child_name_medicine,px870802_self_management_skills_checklist_caregiver,"Directions: Below is a list of skills that teens use to manage their sickle cell disease. Please circle the number that best describes your child for each question.",radio,"Can your child name all of his medicines? ","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_find_information_sickle_cell,px870802_self_management_skills_checklist_caregiver,,radio,"Can your child find information about sickle cell disease if needed (like at the doctor's office, on the internet, or in a community)?","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_find_information_educational_options,px870802_self_management_skills_checklist_caregiver,,radio,"Can you child find information about educational options if needed?","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_ask_doctor_questions,px870802_self_management_skills_checklist_caregiver,,radio,"Does your child ask the doctor or medical team questions during clinical appointments? ","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_strategy_manage_pain,px870802_self_management_skills_checklist_caregiver,,radio,"Does your child use strategies other than pain medicines to manage pain (like deep breathing, distraction, imagery)? ","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_medicine_correct_schedule,px870802_self_management_skills_checklist_caregiver,,radio,"Does your child take medicines on the correct schedule?","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_refill_pain_medicine,px870802_self_management_skills_checklist_caregiver,,radio,"Does your child refill pain medicines on his own?","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_complete_medical_history_form,px870802_self_management_skills_checklist_caregiver,,radio,"Does your child complete a medical history form?","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_activity_stay_healthy,px870802_self_management_skills_checklist_caregiver,,radio,"Does your child take part in activities to stay healthy like exercising and eating healthy foods? ","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_someone_talk_sad_down_anxious_angry,px870802_self_management_skills_checklist_caregiver,,radio,"Does your child find someone to talk to when feeling sad, down, anxious, or angry? ","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_talk_education_future,px870802_self_management_skills_checklist_caregiver,,radio,"Does your child talk to the school or medical team about education and the future? ","1, No, my child does not do this. |2, No, but my child is learning how to do this. |3, Yes, my child has started doing this when reminded. |4, Yes, my child always does this when reminded. |5, Yes, my child always does this when needed.",PX870802,,,,,,,,,group_self_management_skills_1,,
self_management_skills_checklist_caregiver_child_type_sickle_cell_disease,px870802_self_management_skills_checklist_caregiver,"Directions: Below is a list of skills that teens use to manage their sickle cell disease. Please circle the number that best describes your child for each question.",radio,"Does your child know the type of sickle cell disease he has? ","1, No, my child does not know. |2, No, but my child is learning. |3, Yes, my child knows.",PX870802,,,,,,,,,group_self_management_skills_2,,
