"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
recurrent_priapism_impact_record_id,px850602_recurrent_priapism_impact,,text,"Record ID",,PX850602,,,,,,,,,,,
intro_text_priapism,px850602_recurrent_priapism_impact,,descriptive,"Priapism Impact Profile (PIP) Questionnaire

During the past 2 weeks:

Quality of Life",,,,,,,,,,,,,
recurrent_priapism_impact_worry_overall_health,px850602_recurrent_priapism_impact,,radio,"Worry about my overall health has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_distress,px850602_recurrent_priapism_impact,,radio,"My distress about my priapism has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_effect_daily_activities,px850602_recurrent_priapism_impact,,radio,"The effect of priapism on my daily activities has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_negative_effect_feelings,px850602_recurrent_priapism_impact,,radio,"The negative effect of priapism on my feelings have been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
sexual_function_text,px850602_recurrent_priapism_impact,,descriptive,"Sexual Function",,,,,,,,,,,,,
recurrent_priapism_impact_effect_sexual_satisfaction,px850602_recurrent_priapism_impact,,radio,"The effect of priapism on my sexual satisfaction has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_effect_relationship_partner,px850602_recurrent_priapism_impact,,radio,"The effect of priapism on my relationship with my partner has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_effect_sexual_confidence,px850602_recurrent_priapism_impact,,radio,"The effect of priapism on my sexual confidence has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_trouble_getting_erection,px850602_recurrent_priapism_impact,,radio,"Having trouble getting an erection has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_problems_sexual_desire,px850602_recurrent_priapism_impact,,radio,"Problems with my sexual desire have been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
physical_wellness_text,px850602_recurrent_priapism_impact,,descriptive,"Physical Wellness",,,,,,,,,,,,,
recurrent_priapism_impact_physical_discomfort,px850602_recurrent_priapism_impact,,radio,"Physical discomfort caused by my priapism has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_level_pain_penis,px850602_recurrent_priapism_impact,,radio,"The level of pain in my penis caused by my priapism has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
recurrent_priapism_impact_abnormal_shape_penis,px850602_recurrent_priapism_impact,,radio,"The abnormal shape of my penis caused by priapism has been","1, None|2, Minimal|3, Slight|4, Moderate|5, Substantial|6, Extreme|7, Very Extreme",PX850602,,,,,,,,,,,
