"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
responses_stress_sickle_cell_disease_parents_record_id,px870702_responses_stress_sickle_cell_disease_parent,,text,"Record ID",,PX870702,,,,,,,,,,,
intro_text,px870702_responses_stress_sickle_cell_disease_parent,,descriptive,"This is a list of things about having sickle cell disease that children and teenagers sometimes find stressful or a problem to deal with. Please circle the number indicating how stressful the following things have been for your child in the past 6 months.",,,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_not_able_do_things_other_kids_do,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months. Not being able to do the things that other kids can do or are allowed to do","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_go_to_hospital_often,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months.  Having to go to the hospital or clinic so often","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_missing_school_falling_behind_work,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months. Missing school days or falling behind in school work","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_concerns_family_friends,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months. Concerns about his/her family and friends","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_feeling_confused_why_got_it,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months.  Feeling confused about what sickle cell disease is and why he/she got it","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_not_understanding_doctors_tell,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months.  Not understanding what doctors tell him/her about sickle cell disease","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_having_pain_crises,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months.  Having sickle cell pain crises","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_concerns_future,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months. Concerns about the future","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_concerns_future_other,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months.  Other:  ","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_concerns_future_other_write,px870702_responses_stress_sickle_cell_disease_parent,,text,"Please circle the number indicating how stressful the following things have been for your child  in the past 6 months.  Other (Specify):  ",,PX870702,,,,,"[responses_stress_sickle_cell_disease_parents_concerns_future_other] <> '1'",,,,,,
responses_stress_sickle_cell_disease_parents_circle_control_over_problems,px870702_responses_stress_sickle_cell_disease_parent,,radio,"Circle the number that shows how much control he/she generally thinks he/she has over these problems.","1, Not at all | 2, A Little | 3, Somewhat | 4, Very",PX870702,,,,,,,,,,,
section_text_1,px870702_responses_stress_sickle_cell_disease_parent,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Below is a list of things that children and teenagers sometimes do, think, or feel when they are dealing with sickle cell disease. Everyone deals with problems in their own way - some people do a lot of the things on this list or have a bunch of feelings, other people just do or think a few of these things.</span><br /><br />Think of all the aspects of having sickle cell disease that have been stressful for your child lately that you checked off above.<span style=""font-weight: normal;""> For each item below, circle </span><span style=""text-decoration: underline;"">one</span><span style=""font-weight: normal;""> number from 1 (not at all) to 4 (a lot) that shows </span>how much<span style=""font-weight: normal;""> he/she does or feels these things when he/she has the problems with sickle cell like the ones you indicated above. Please let us know about everything he/she does, thinks, and feels, even if you don’t think it helps make things better.</span></p></div>",,,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_try_not_feel_anything,px870702_responses_stress_sickle_cell_disease_parent,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: He/she tries not to feel anything","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_feel_sick_stomach_headaches,px870702_responses_stress_sickle_cell_disease_parent,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: When dealing with the stress of having sickle cell disease, he/she feels sick to his/her stomach or gets headaches","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_think_different_ways_change_fix_situation,px870702_responses_stress_sickle_cell_disease_parent,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: He/she tries to think of different ways to change or fix the situation.","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_think_different_ways_change_fix_situation_write_plan,px870702_responses_stress_sickle_cell_disease_parent,,text,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: He/she tries to think of different ways to change or fix the situation. Write one plan he/she thought of: ",,PX870702,,,,,"[responses_stress_sickle_cell_disease_parents_think_different_ways_change_fix_situation] = '2' OR [responses_stress_sickle_cell_disease_parents_think_different_ways_change_fix_situation] = '3' OR [responses_stress_sickle_cell_disease_parents_think_different_ways_change_fix_situation] = '4'",,,,,,
responses_stress_sickle_cell_disease_parents_dont_feel_anything,px870702_responses_stress_sickle_cell_disease_parent,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: When faced with the stress of having sickle cell disease, he/she doesn't feel anything at all, it's like he/she has no feelings.","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_wish_were_stronger_less_sensitive,px870702_responses_stress_sickle_cell_disease_parent,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: He/she wishes that he/she were stronger and less sensitive so that things would be different.","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_remembering_what_happened,px870702_responses_stress_sickle_cell_disease_parent,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: He/she keeps remembering what happened with sickle cell disease or can't stop thinking about what might happen","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_let_someone_something_know_feel,px870702_responses_stress_sickle_cell_disease_parent,,radio,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: He/she lets someone or something know how he/she feels. (remember to circle a number.) ---->","1, Not at all|2, A Little|3, Somewhat|4, Very",PX870702,,,,,,,,,,,
responses_stress_sickle_cell_disease_parents_let_someone_something_know_feel_talk_to,px870702_responses_stress_sickle_cell_disease_parent,,checkbox,"WHEN DEALING WITH THE STRESS OF SICKLE CELL DISEASE: He/she lets someone or something know how he/she feels. Check all he/she talked to: ","UNDEFINED_CODE, Parent | UNDEFINED_CODE_1, Friend | UNDEFINED_CODE_2, Brother/Sister | UNDEFINED_CODE_3, Pet | UNDEFINED_CODE_4, Clergy Member | UNDEFINED_CODE_5, Teacher | UNDEFINED_CODE_6, God | UNDEFINED_CODE_7, Stuffed Animal | UNDEFINED_CODE_8, Other family member | UNDEFINED_CODE_9, None of these",PX870702,,,,,"[responses_stress_sickle_cell_disease_parents_let_someone_something_know_feel] = '4' OR [responses_stress_sickle_cell_disease_parents_let_someone_something_know_feel] = '2' OR [responses_stress_sickle_cell_disease_parents_let_someone_something_know_feel] = '3'",,,,,,
