"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
hormone_therapy_ever_used_estrogen_progesterone_record_id,px880901_hormone_therapy,,text,"Record ID",,PX880901,,,,,,,,,,,
hormone_therapy_ever_used_estrogen_progesterone_title,px880901_hormone_therapy,,descriptive,"Reproductive Health Questions from National Health and Nutrition Examination Survey (NHANES) 2013-2014",,,,,,,,,,,,,
hormone_therapy_ever_used_estrogen_progesterone,px880901_hormone_therapy,,radio,"{Have you/Has SP} ever used female hormones such as estrogen and progesterone? Please include any forms of prescription female hormones, such as pills, creams, patches, and injectables, but do not include birth control methods or use for infertility.","1, Yes|2, No|7, Refused|9, Don't Know",PX880901,,,,,,,,,,,
hormone_therapy_ever_used_estrogen_progesterone_which,px880901_hormone_therapy,,checkbox,"Which forms of female hormones {have you/has SP} used? (Code all that apply)","10, Pills | 11, Patches | 12, Cream/Suppository/Injection | 77, Refused | 99, Don't Know",PX880901,,,,,,,,,,,
hormone_therapy_ever_used_pill_estrogen_only,px880901_hormone_therapy,,radio,"{Have you/Has SP} ever taken female hormone pills containing estrogen only (like Premarin)? (Do not include birth control pills.)","1, Yes | 2, No | 7, Refused | 9, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_estrogen_progesterone_which(10)] = '1'",,,,,,
hormone_therapy_ever_used_pill_estrogen_only_refuse,px880901_hormone_therapy,,radio,"Not counting any time when {you/SP} stopped taking them, for how long altogether {did you take/did she take} pills containing estrogen only? (Code \"1\" for less than a month.)","77, Refused|99, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_pill_estrogen_only] = 1",,,,,,
hormone_therapy_ever_used_pill_estrogen_only_number,px880901_hormone_therapy,,text,"Not counting any time when {you/SP} stopped taking them, for how long altogether {did you take/did she take} pills containing estrogen only? (Code \"1\" for less than a month.) Enter number",,PX880901,integer,,,,"[hormone_therapy_ever_used_pill_estrogen_only] = 1 AND ([hormone_therapy_ever_used_pill_estrogen_only_refuse] != 77 AND [hormone_therapy_ever_used_pill_estrogen_only_refuse] != 99)",,,,,,
hormone_therapy_ever_used_pill_estrogen_only_unit,px880901_hormone_therapy,,radio,"Not counting any time when {you/SP} stopped taking them, for how long altogether {did you take/did she take} pills containing estrogen only? (Code \"1\" for less than a month.) Enter Unit","1, Months|2, Years|7, Refused|9, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_pill_estrogen_only] = 1 AND ([hormone_therapy_ever_used_pill_estrogen_only_refuse] != 77 AND [hormone_therapy_ever_used_pill_estrogen_only_refuse] != 99)",,,,,,
hormone_therapy_ever_used_pill_estrogen_progesterone_both,px880901_hormone_therapy,,radio,"{Have you/Has SP} taken female hormone pills containing both estrogen and progestin (like Prempro, Premphase)? (Do not include birth control pills.)","1, Yes|2, No|7, Refused|9, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_estrogen_progesterone_which(10)] = '1'",,,,,,
hormone_therapy_ever_used_pill_estrogen_progesterone_both_refuse,px880901_hormone_therapy,,radio,"Not counting any time when {you/SP} stopped taking them, for how long altogether {did you take/did she take} pills containing both estrogen and progestin? (Code \"1\" for less than a month.)","77, Refused|99, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_pill_estrogen_progesterone_both] = 1",,,,,,
hormone_therapy_ever_used_pill_estrogen_progesterone_both_number,px880901_hormone_therapy,,text,"Not counting any time when {you/SP} stopped taking them, for how long altogether {did you take/did she take} pills containing both estrogen and progestin? (Code \"1\" for less than a month.) Enter Number",,PX880901,integer,,,,"[hormone_therapy_ever_used_pill_estrogen_progesterone_both] = 1 AND ([hormone_therapy_ever_used_pill_estrogen_progesterone_both_refuse] != 77 AND [hormone_therapy_ever_used_pill_estrogen_progesterone_both_refuse] != 99)",,,,,,
hormone_therapy_ever_used_pill_estrogen_progesterone_both_unit,px880901_hormone_therapy,,radio,"Not counting any time when {you/SP} stopped taking them, for how long altogether {did you take/did she take} pills containing both estrogen and progestin? (Code \"1\" for less than a month.) Enter Unit","1, Months|2, Years|7, Refused|9, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_pill_estrogen_progesterone_both] = 1 AND ([hormone_therapy_ever_used_pill_estrogen_progesterone_both_refuse] != 77 AND [hormone_therapy_ever_used_pill_estrogen_progesterone_both_refuse] != 99)",,,,,,
hormone_therapy_ever_used_patch_estrogen_only,px880901_hormone_therapy,,radio,"{Have you/Has SP} ever used female hormone patches containing estrogen only?","1, Yes|2, No|7, Refused|9, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_estrogen_progesterone_which(11)] = '1'",,,,,,
hormone_therapy_ever_used_patch_estrogen_only_refuse,px880901_hormone_therapy,,radio,"Not counting any time when {you/SP} stopped using them, for how long altogether {did you use/did she use} patches containing estrogen only? (Code \"1\" for less than a month.)","77, Refused|99, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_patch_estrogen_only] = 1",,,,,,
hormone_therapy_ever_used_patch_estrogen_only_number,px880901_hormone_therapy,,text,"Not counting any time when {you/SP} stopped using them, for how long altogether {did you use/did she use} patches containing estrogen only? (Code \"1\" for less than a month.) Enter Number",,PX880901,integer,,,,"[hormone_therapy_ever_used_patch_estrogen_only] = 1 AND ([hormone_therapy_ever_used_patch_estrogen_only_refuse] != 77 AND [hormone_therapy_ever_used_patch_estrogen_only_refuse] != 99)",,,,,,
hormone_therapy_ever_used_patch_estrogen_only_unit,px880901_hormone_therapy,,radio,"Not counting any time when {you/SP} stopped using them, for how long altogether {did you use/did she use} patches containing estrogen only? (Code \"1\" for less than a month.) Enter Unit","1, Months|2, Years|7, Refused|9, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_patch_estrogen_only] = 1 AND ([hormone_therapy_ever_used_patch_estrogen_only_refuse] != 77 AND [hormone_therapy_ever_used_patch_estrogen_only_refuse] != 99)",,,,,,
hormone_therapy_ever_used_patch_estrogen_progesterone_both,px880901_hormone_therapy,,radio,"{Have you/Has SP} used female hormone patches containing both estrogen and progestin?","1, Yes|2, No|7, Refused|9, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_estrogen_progesterone_which(11)] = '1'",,,,,,
hormone_therapy_ever_used_patch_estrogen_progesterone_both_refuse,px880901_hormone_therapy,,radio,"Not counting any time when {you/SP} stopped using them, for how long altogether {did you use/did she use} patches containing both estrogen and progestin? (Code \"1\" for less than a month.)","77, Refused|99, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_patch_estrogen_progesterone_both] = 1",,,,,,
hormone_therapy_ever_used_patch_estrogen_progesterone_both_number,px880901_hormone_therapy,,text,"Not counting any time when {you/SP} stopped using them, for how long altogether {did you use/did she use} patches containing both estrogen and progestin? (Code \"1\" for less than a month.) Enter Number",,PX880901,integer,,,,"[hormone_therapy_ever_used_patch_estrogen_progesterone_both] = 1 AND ([hormone_therapy_ever_used_patch_estrogen_progesterone_both_refuse] != 77 AND [hormone_therapy_ever_used_patch_estrogen_progesterone_both_refuse] != 99)",,,,,,
hormone_therapy_ever_used_patch_estrogen_progesterone_both_unit,px880901_hormone_therapy,,radio,"Not counting any time when {you/SP} stopped using them, for how long altogether {did you use/did she use} patches containing both estrogen and progestin? (Code \"1\" for less than a month.) Enter Unit","1, Months|2, Years|7, Refused|9, Don't Know",PX880901,,,,,"[hormone_therapy_ever_used_patch_estrogen_progesterone_both] = 1 AND ([hormone_therapy_ever_used_patch_estrogen_progesterone_both_refuse] != 77 AND [hormone_therapy_ever_used_patch_estrogen_progesterone_both_refuse] != 99)",,,,,,
