"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_lung_function_lung_volume_record_id","px810401_phenx_lung_function_lung_volume",,"text","Record ID",,"PX810401",,,,,,,,,,"",
"info_810401","px810401_phenx_lung_function_lung_volume",,"descriptive","Lung Function Testing: Measurement of Lung Volume

The American Thoracic Society (ATS) and the European Respiratory Society (ERS) Task Force recommendations for standardisation of the measurement of lung volumes can be found here as well as on the ATS website: http://www.thoracic.org/statements/resources/pft/pft3.pdf",,"PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_vc","px810401_phenx_lung_function_lung_volume",,"radio","Which of the following ways is the measurement for vital capacity taken?","UNDEFINED_CODE,inspiratory vital capacity (IVC) - measurement is performed in a relaxed manner without undue haste or deliberately holding back, from a position of full expiration to full inhalation|UNDEFINED_CODE_1,expiratory vital capacity (EVC) - measurement is similarly performed from a position of full inspiration to full expiration|UNDEFINED_CODE_2,forced vital capacity (FVC) - volume of gas that is exhaled during a forced expiration, starting from a position of full inspiration and ending at complete expiration","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_myocardial_infarction","px810401_phenx_lung_function_lung_volume",,"radio","Has the subject suffered from myocardial infarction within the last month?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_conditions","px810401_phenx_lung_function_lung_volume",,"radio","Does the subject suffer from any of the following conditions: chest or abdominal pain of any cause, oral or facial pain exacerbated by a mouthpiece, stress incontinence, dementia or confusional state?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_activities","px810401_phenx_lung_function_lung_volume",,"radio","Was the subject involved in any of the following activities? Smoke within at least 1 hour of testing, consuming alcohol within 4 hours of testing, performing vigorous exercise within 30 minutes of testing, wearing clothing that substantially restricts full chest and abdominal expansion, eating a large meal within 2 hours of testing","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_position","px810401_phenx_lung_function_lung_volume",,"radio","Which position will the subject be in for the duration of the test?","UNDEFINED_CODE,Sitting|UNDEFINED_CODE_1,Standing","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_position_other","px810401_phenx_lung_function_lung_volume",,"text","Which position will the subject be in for the duration of the test? Other",,"PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_age","px810401_phenx_lung_function_lung_volume",,"text","What is the subject's age?",,"PX810401","number",,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_height","px810401_phenx_lung_function_lung_volume",,"text","What is the subject's height? (without shoes, feet together)",,"PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_thoracic_deformity","px810401_phenx_lung_function_lung_volume",,"radio","Does the subject suffer from any deformity of the thoracic cage, such as kyphoscoliosis?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_arm_span","px810401_phenx_lung_function_lung_volume",,"text","If so, what is the subject's arm span from fingertip to fingertip?",,"PX810401",,,,,"[standardisation_lungvolumemeasurement_subject_thoracic_deformity]='UNDEFINED_CODE'",,,,,"",""
"standardisation_lungvolumemeasurement_subject_otherhandicap","px810401_phenx_lung_function_lung_volume",,"radio","Does the subject suffer from any handicap which prevents an accurate measurement from standing height or arm span length?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_knee_height","px810401_phenx_lung_function_lung_volume",,"text","If so, what is the subject's knee height?",,"PX810401",,,,,"[standardisation_lungvolumemeasurement_subject_otherhandicap]='UNDEFINED_CODE'",,,,,"",""
"standardisation_lungvolumemeasurement_subject_weight","px810401_phenx_lung_function_lung_volume",,"text","What is the subject's weight?",,"PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_bmi","px810401_phenx_lung_function_lung_volume",,"text","What is the subject's body mass index?",,"PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_medications","px810401_phenx_lung_function_lung_volume",,"radio","Is the subject currently taking any medication that may alter lung function?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_medications_type","px810401_phenx_lung_function_lung_volume",,"radio","If so, what type of medication is the subject taking?","UNDEFINED_CODE,oral|UNDEFINED_CODE_1,inhaled","PX810401",,,,,"[standardisation_lungvolumemeasurement_subject_medications]='UNDEFINED_CODE'",,,,,"",""
"standardisation_lungvolumemeasurement_subject_medications_lasttime","px810401_phenx_lung_function_lung_volume",,"text","If so, when was the last time the drugs were administered?",,"PX810401",,,,,"[standardisation_lungvolumemeasurement_subject_medications]='UNDEFINED_CODE'",,,,,"",""
"standardisation_lungvolumemeasurement_subject_denture","px810401_phenx_lung_function_lung_volume",,"radio","Does the subject wear any denture or dental treatments that are loose and/or that may interfere with performance?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_current_temperature","px810401_phenx_lung_function_lung_volume",,"text","What is the current ambient temperature?",,"PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_current_barometricpressure","px810401_phenx_lung_function_lung_volume",,"text","What is the current barometric pressure?",,"PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_current_time","px810401_phenx_lung_function_lung_volume",,"text","What is the current time?",,"PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_return_testing","px810401_phenx_lung_function_lung_volume",,"radio","Is the subject returning for repeat testing?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX810401",,,,,,,,,,"",""
"standardisation_lungvolumemeasurement_subject_repeat_timerestriction","px810401_phenx_lung_function_lung_volume",,"radio","If so, is the current test time within 2 hours of the previous test time?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX810401",,,,,"[standardisation_lungvolumemeasurement_subject_return_testing]='UNDEFINED_CODE'",,,,,"",""
