"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
transition_readiness_understand_behaviors_cause_pain_episoderecord_id,px870901_transition_readiness,,text,"Record ID",,PX870901,,,,,,,,,,,
health_care_section_description,px870901_transition_readiness,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;"">Health Care Knowledge and Skills - Medical Skill Set</span></p></div>",descriptive,"How much do you know about sickle cell? Do you know how to manage your own health care? How to talk to doctors? Take a few minutes to identify your areas of strength and highlight where there is room to grow!",,,,,,,,,,,,,
transition_readiness_understand_behaviors_cause_pain_episode,px870901_transition_readiness,,radio,"I understand behaviors that can cause a pain episode.","UNDEFINED_CODE, Strongly Agree|UNDEFINED_CODE_1, Somewhat Agree|UNDEFINED_CODE_2, Neither Agree nor Disagree|UNDEFINED_CODE_3, Somewhat Disagree|UNDEFINED_CODE_4, Strongly Disagree|UNDEFINED_CODE_5, Not Applicable",PX870901,,,,,,,,,,,
transition_readiness_understand_behaviors_cause_pain_episode_comments,px870901_transition_readiness,,text,"I understand behaviors that can cause a pain episode. Comments:",,PX870901,,,,,,,,,,,
transition_readiness_answer_doctors_questions_during_clinical_visits,px870901_transition_readiness,,radio,"I can answer my doctor's questions during my clinic visits.","UNDEFINED_CODE, Strongly Agree|UNDEFINED_CODE_1, Somewhat Agree|UNDEFINED_CODE_2, Neither Agree nor Disagree|UNDEFINED_CODE_3, Somewhat Disagree|UNDEFINED_CODE_4, Strongly Disagree|UNDEFINED_CODE_5, Not Applicable",PX870901,,,,,,,,,,,
transition_readiness_answer_doctors_questions_during_clinical_visits_comments,px870901_transition_readiness,,text,"I can answer my doctor's questions during my clinic visits. Comments:",,PX870901,,,,,,,,,,,
transition_readiness_keep_track_medical_appointments,px870901_transition_readiness,,radio,"I keep track of my medical appointments.","UNDEFINED_CODE, Strongly Agree|UNDEFINED_CODE_1, Somewhat Agree|UNDEFINED_CODE_2, Neither Agree nor Disagree|UNDEFINED_CODE_3, Somewhat Disagree|UNDEFINED_CODE_4, Strongly Disagree|UNDEFINED_CODE_5, Not Applicable",PX870901,,,,,,,,,,,
transition_readiness_keep_track_medical_appointments_comments,px870901_transition_readiness,,text,"I keep track of my medical appointments. Comments:",,PX870901,,,,,,,,,,,
transition_readiness_know_how_take_medicines_without_help,px870901_transition_readiness,,radio,"I know how to take my medicines (time, dosage, and frequency) without help.","UNDEFINED_CODE, Strongly Agree|UNDEFINED_CODE_1, Somewhat Agree|UNDEFINED_CODE_2, Neither Agree nor Disagree|UNDEFINED_CODE_3, Somewhat Disagree|UNDEFINED_CODE_4, Strongly Disagree|UNDEFINED_CODE_5, Not Applicable",PX870901,,,,,,,,,,,
transition_readiness_know_how_take_medicines_without_help_comments,px870901_transition_readiness,,text,"I know how to take my medicines (time, dosage, and frequency) without help. Comments:",,PX870901,,,,,,,,,,,
transition_readiness_aware_hydroxyurea_how_affects_sickle_cell_disease,px870901_transition_readiness,,radio,"I am aware of what hydroxyurea is and how it affects sickle cell disease. (If you are not taking this medicine please check: Not Applicable)","UNDEFINED_CODE, Strongly Agree|UNDEFINED_CODE_1, Somewhat Agree|UNDEFINED_CODE_2, Neither Agree nor Disagree|UNDEFINED_CODE_3, Somewhat Disagree|UNDEFINED_CODE_4, Strongly Disagree|UNDEFINED_CODE_5, Not Applicable",PX870901,,,,,,,,,,,
