"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_sleep_apnea_child_protocol_record_id","px091502_phenx_sleep_apnea_child_protocol",,"text","Record ID",,"PX091502",,,,,,,,,,"",
"interview_date","px091502_phenx_sleep_apnea_child_protocol",,"text","Today's date:",,"PX091502","date_mdy",,,,,,,,,"",""
"interview_location","px091502_phenx_sleep_apnea_child_protocol",,"text","Where are you completing this questionnaire?",,"PX091502",,,,,,,,,,"",""
"child_birth_date","px091502_phenx_sleep_apnea_child_protocol",,"text","Date of child's birth:",,"PX091502","date_mdy",,,,,,,,,"",""
"child_gender","px091502_phenx_sleep_apnea_child_protocol",,"radio","Sex:","UNDEFINED_CODE, Male | UNDEFINED_CODE_1, Female","PX091502",,,,,,,,,,"",""
"child_height_feet","px091502_phenx_sleep_apnea_child_protocol",,"text","Current height (feet):",,"PX091502","number",,,,,,,,,"",""
"child_height_inches","px091502_phenx_sleep_apnea_child_protocol",,"text","Current height (inches):",,"PX091502","number",,,,,,,,,"",""
"child_weight_pound","px091502_phenx_sleep_apnea_child_protocol",,"text","Current weight (pounds):",,"PX091502","number",,,,,,,,,"",""
"child_grade_in_school","px091502_phenx_sleep_apnea_child_protocol",,"text","Grade in school (if applicable):",,"PX091502","number",0,12,,,,,,,"",""
"child_racial_ethnic","px091502_phenx_sleep_apnea_child_protocol",,"radio","Racial/ethnic background of your child:","UNDEFINED_CODE, American Indian | UNDEFINED_CODE_1, Asian-American | UNDEFINED_CODE_2, African-American | UNDEFINED_CODE_3, Hispanic | UNDEFINED_CODE_4, White/not Hispanic | UNDEFINED_CODE_5, Other or unknown","PX091502",,,,,,,,,,"",""
"child_snore_ever","px091502_phenx_sleep_apnea_child_protocol",,"radio","Nighttime and sleep behavior: WHILE SLEEPING, DOES YOUR CHILD ever snore?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Don't know","PX091502",,,,,,,,,,"",""
"child_snore_more_half_time","px091502_phenx_sleep_apnea_child_protocol",,"radio","Nighttime and sleep behavior: WHILE SLEEPING, DOES YOUR CHILD snore more than half the time?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Don't know","PX091502",,,,,,,,,,"",""
"child_always_snore","px091502_phenx_sleep_apnea_child_protocol",,"radio","Nighttime and sleep behavior: WHILE SLEEPING, DOES YOUR CHILD always snore?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Don't know","PX091502",,,,,,,,,,"",""
"child_snore_loudly","px091502_phenx_sleep_apnea_child_protocol",,"radio","Nighttime and sleep behavior: WHILE SLEEPING, DOES YOUR CHILD snore loudly?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Don't know","PX091502",,,,,,,,,,"",""
"child_heavy_loud_breathing","px091502_phenx_sleep_apnea_child_protocol",,"radio","Nighttime and sleep behavior: WHILE SLEEPING, DOES YOUR CHILD have ""heavy"" or loud breathing""?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Don't know","PX091502",,,,,,,,,,"",""
"child_trouble_struggle_breathing","px091502_phenx_sleep_apnea_child_protocol",,"radio","Nighttime and sleep behavior: WHILE SLEEPING, DOES YOUR CHILD have trouble breathing, or struggle to breathe?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Don't know","PX091502",,,,,,,,,,"",""
"child_stop_breathing_night_ever","px091502_phenx_sleep_apnea_child_protocol",,"radio","Nighttime and sleep behavior: HAVE YOU EVER seen your child stop breathing during the night?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Don't know","PX091502",,,,,,,,,,"",""
"child_stop_breathing_night_ever_describe","px091502_phenx_sleep_apnea_child_protocol",,"text","If so, please describe what has happened:",,"PX091502",,,,,"[child_stop_breathing_night_ever] = 'UNDEFINED_CODE'",,,,,"",""
