"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
female_contraception_use_record_id,px880601_female_contraception_use,,text,"Record ID",,PX880601,,,,,,,,,,,
female_contraception_use_sexually_active,px880601_female_contraception_use,,radio,"Have you ever been sexually active?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No",PX880601,,,,,,,,,,,
female_contraception_use_biological_sex_partner,px880601_female_contraception_use,,text,"What is the biological sex of your most recent sex partner?",,PX880601,,,,,"[female_contraception_use_sexually_active] = 'UNDEFINED_CODE'",,,,,,
female_contraception_use_sex_male_partner_any_time,px880601_female_contraception_use,,radio,"At any time in your life, have you had sex with a male partner?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No",PX880601,,,,,,,,,,,
female_contraception_use_sex_male_partner_age_first_time,px880601_female_contraception_use,,text,"How old were you the first time you had sex with a male partner?",,PX880601,integer,,,,"[female_contraception_use_sex_male_partner_any_time] = 'UNDEFINED_CODE'",,,,,,
female_contraception_use_sex_male_partner_current,px880601_female_contraception_use,,radio,"Do you currently have sex with a male partner on a regular basis?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No",PX880601,,,,,"[female_contraception_use_sex_male_partner_any_time] = 'UNDEFINED_CODE'",,,,,,
female_contraception_use_birth_control_ever_prevent_pregnancy,px880601_female_contraception_use,,radio,"Have you ever used birth control, to prevent pregnancy or for another reason?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No",PX880601,,,,,"[female_contraception_use_sex_male_partner_any_time] = 'UNDEFINED_CODE'",,,,,,
female_contraception_use_birth_control_type_ever_used,px880601_female_contraception_use,,checkbox,"Which types of birth control, if any, have you EVER used? Check all that apply.","1, Condom | 2, Pill | 3, Patch (Ortho Evra™) | 4, Shot (Depo-Provera™) | 5, Ring (Nuva Ring™) | 6, Arm implant (Nexplanon™, formerly Implanon™) | 7, Copper intrauterine device/IUD (Paragard™) | 8, Hormonal intrauterine device/IUD (Mirena™, Skyla™, Liletta™) | 9, Withdrawal (pulling out) | 10, Rhythm | 11, Morning after pill (Plan B™, Ella™) | 12, Other | 13, I have never used a birth control method",PX880601,,,,,"[female_contraception_use_sex_male_partner_any_time] = 'UNDEFINED_CODE'",,,,,,
female_contraception_use_birth_control_type_ever_used_other,px880601_female_contraception_use,,text,"Which types of birth control, if any, have you EVER used? Other",,PX880601,,,,,"[female_contraception_use_birth_control_type_ever_used(12)] = '1'",,,,,,
female_contraception_use_birth_control_type_past_month_used,px880601_female_contraception_use,,checkbox,"Which types of birth control, if any, have you used in THE PAST MONTH? Check all that apply.","1, Condom | 2, Pill | 3, Patch (Ortho Evra™) | 4, Shot (Depo-Provera™) | 5, Ring (Nuva Ring™) | 6, Arm implant (Nexplanon™, formerly Implanon™) | 7, Copper intrauterine device/IUD (Paragard™) | 8, Hormonal intrauterine device/IUD (Mirena™, Skyla™, Liletta™) | 9, Withdrawal (pulling out) | 10, Rhythm | 11, Morning after pill (Plan B™, Ella™) | 12, Other | 13, I have never used a birth control method",,,,,,"[female_contraception_use_sex_male_partner_any_time] = 'UNDEFINED_CODE'",,,,,,
female_contraception_use_birth_control_type_past_month_used_other,px880601_female_contraception_use,,text,"Which types of birth control, if any, have you used in THE PAST MONTH? Other",,PX880601,,,,,"[female_contraception_use_birth_control_type_past_month_used(12)] = '1'",,,,,,
