"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_record_id","px850401_phenx_transplant_conditioning_regimen",,"text","Record ID",,"PX850401",,,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_1","px850401_phenx_transplant_conditioning_regimen","Chemotherapy agent","text","Specify agent/s used",,"PX850401",,,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_total_dose_1","px850401_phenx_transplant_conditioning_regimen",,"text","Total dose",,"PX850401","number",,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_day_1","px850401_phenx_transplant_conditioning_regimen",,"text","On day",,"PX850401","integer",,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_2","px850401_phenx_transplant_conditioning_regimen",,"text","Specify agent/s used",,"PX850401",,,,,"[sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_1]<>''",,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_total_dose_2","px850401_phenx_transplant_conditioning_regimen",,"text","Total dose",,"PX850401","number",,,,"[sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_1]<>''",,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_day_2","px850401_phenx_transplant_conditioning_regimen",,"text","On day",,"PX850401","integer",,,,"[sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_1]<>''",,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_3","px850401_phenx_transplant_conditioning_regimen",,"text","Specify agent/s used",,"PX850401",,,,,"[sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_2]<>''",,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_total_dose_3","px850401_phenx_transplant_conditioning_regimen",,"text","Total dose",,"PX850401","number",,,,"[sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_2]<>''",,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_day_3","px850401_phenx_transplant_conditioning_regimen",,"text","On day",,"PX850401","integer",,,,"[sickle_cell_disease_transplant_conditioning_regimen_chemotherapy_agent_used_2]<>''",,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_average_auc_agent_1","px850401_phenx_transplant_conditioning_regimen",,"text","Average AUC: Agent",,"PX850401",,,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_average_auc_1","px850401_phenx_transplant_conditioning_regimen",,"text","AUC",,"PX850401","number",,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_average_auc_agent_2","px850401_phenx_transplant_conditioning_regimen",,"text","Average AUC: Agent",,"PX850401",,,,,"[sickle_cell_disease_transplant_conditioning_regimen_average_auc_agent_1]<>''",,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_average_auc_2","px850401_phenx_transplant_conditioning_regimen",,"text","AUC",,"PX850401","number",,,,"[sickle_cell_disease_transplant_conditioning_regimen_average_auc_agent_1]<>''",,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_radiation_source","px850401_phenx_transplant_conditioning_regimen","Radiation","text","Source/Type",,"PX850401",,,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_radiation_days","px850401_phenx_transplant_conditioning_regimen",,"text","Days of Radiation",,"PX850401","integer",,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_radiation_total_dose","px850401_phenx_transplant_conditioning_regimen",,"text","Total Dose",,"PX850401","number",,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_non_chemotherapy_conditioning_agent","px850401_phenx_transplant_conditioning_regimen","Non-chemotherapy conditioning","text","Agent",,"PX850401",,,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_non_chemotherapy_conditioning_dose","px850401_phenx_transplant_conditioning_regimen",,"text","Dose",,"PX850401","number",,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_non_chemotherapy_conditioning_frequency","px850401_phenx_transplant_conditioning_regimen",,"text","Frequency",,"PX850401","integer",,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_non_chemotherapy_conditioning_total_dose","px850401_phenx_transplant_conditioning_regimen",,"text","Total Dose",,"PX850401","number",,,,,,,,,"",""
"sickle_cell_disease_transplant_conditioning_regimen_non_chemotherapy_conditioning_day","px850401_phenx_transplant_conditioning_regimen",,"text","Day",,"PX850401","integer",,,,,,,,,"",""
