"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"rheumatoid_arthritis_disease_activity_swollen_left_record_id","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"text","Record ID",,"PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_shoulder","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left Shoulder","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_elbow_","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left Elbow","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_wrist","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left Wrist","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_mcp_1","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left MCP 1","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_mcp_2","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left MCP 2","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_mcp_3","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left MCP 3","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_mcp_4","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left MCP 4","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_mcp_5","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left MCP 5","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_pip_1","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left PIP 1","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_pip_2","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left PIP 2","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_pip_3","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left PIP 3","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_pip_4","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left PIP 4","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_left_pip_5","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Left PIP 5","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_right_shoulder","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Right Shoulder","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_right_elbow_","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Right Elbow","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_right_wrist","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Right Wrist","1, Yes|0, No","PX171901",,,,,,,,,,"",""
"rheumatoid_arthritis_disease_activity_swollen_right_mcp_1","px171901_PX171901_rheumatoid_arthritis_disease_activity",,"radio","Please indicate if the following joint feels swollen: Right MCP 1","1, Yes|0, No","PX171901",,,,,,,,,,"",""
