"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_family_history_respiratory_symptoms_record_id","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","text","Record ID",,"PX090902",,,,,,,,,,"",
"personal_family_history_respiratory_wheezing_whistling_chest_ever","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","Have you ever had wheezing or whistling in the chest at any time in the past?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX090902",,,,,,,,,,"",""
"personal_family_history_respiratory_wheezing_whistling_chest_past_year","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","Have you had wheezing or whistling in the chest in the last 12 months?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX090902",,,,,"[personal_family_history_respiratory_wheezing_whistling_chest_ever] = 'UNDEFINED_CODE'",,,,,"",""
"personal_family_history_respiratory_wheezing_whistling_chest_past_year_number","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","How many attacks of wheezing have you had in the last 12 months?","UNDEFINED_CODE,None|UNDEFINED_CODE_1,1 to 3|UNDEFINED_CODE_2,4 to 12|UNDEFINED_CODE_3,More than 12","PX090902",,,,,"[personal_family_history_respiratory_wheezing_whistling_chest_past_year] = 'UNDEFINED_CODE'",,,,,"",""
"personal_family_history_respiratory_sleep_wheezing_past_year","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","In the last 12 months, how often, on average, has your sleep been disturbed due to wheezing?","UNDEFINED_CODE,Never woken with wheezing|UNDEFINED_CODE_1,Less than one night per week|UNDEFINED_CODE_2,One or more nights per week","PX090902",,,,,"[personal_family_history_respiratory_wheezing_whistling_chest_ever] = 'UNDEFINED_CODE' and [personal_family_history_respiratory_wheezing_whistling_chest_past_year] = 'UNDEFINED_CODE'",,,,,"",""
"personal_family_history_respiratory_speech_wheezing","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","In the last 12 months, has wheezing ever been severe enough to limit your speech to only one or two words at a time between breaths?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX090902",,,,,"[personal_family_history_respiratory_wheezing_whistling_chest_ever] = 'UNDEFINED_CODE' and [personal_family_history_respiratory_wheezing_whistling_chest_past_year] = 'UNDEFINED_CODE'",,,,,"",""
"personal_family_history_respiratory_asthma_ever","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","Have you ever had asthma?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX090902",,,,,"[personal_family_history_respiratory_wheezing_whistling_chest_ever] = 'UNDEFINED_CODE' and [personal_family_history_respiratory_wheezing_whistling_chest_past_year] = 'UNDEFINED_CODE'",,,,,"",""
"personal_family_history_respiratory_chest_wheezy_exercise_past_year","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","In the last 12 months, has your chest sounded wheezy during or after exercise?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX090902",,,,,"[personal_family_history_respiratory_wheezing_whistling_chest_ever] = 'UNDEFINED_CODE' and [personal_family_history_respiratory_wheezing_whistling_chest_past_year] = 'UNDEFINED_CODE'",,,,,"",""
"personal_family_history_respiratory_dry_cough_past_year","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","In the last 12 months, have you had a dry cough at night, apart from a cough associated with a cold or chest infection?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX090902",,,,,,,,,,"",""
"personal_family_history_respiratory_sneezing_runny_nose_flu_ever","px090902_phenx_family_history_respiratory_symptoms","phenx_family_history_respiratory_symptoms_disease","radio","Have you ever had a problem with sneezing, or a runny or blocked nose, when you DID NOT have a cold or the flu?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX090902",,,,,,,,,,"",""
