"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"transfusion_reaction_date_reaction_record_id","px851001_phenx_transfusion_reaction",,"text","Record ID",,"PX851001",,,,,,,,,,"",""
"transfusion_reaction_date_reaction_occur","px851001_phenx_transfusion_reaction",,"text","Date and time reaction occurred (dd-mon-yy hh:mm 24h format):",,"PX851001","datetime_mdy",,,,,,,,,"",""
"transfusion_reaction_date_reaction_transfusion","px851001_phenx_transfusion_reaction",,"text","Date and time of transfusion (dd-mon-yy hh:mm 24h format):",,"PX851001","datetime_mdy",,,,,,,,,"",""
"transfusion_reaction_participant_age","px851001_phenx_transfusion_reaction","SECTION I. PARTICIPANT INFORMATION","text","Age (Years):",,"PX851001","integer",0,100,,,,,,,"",""
"transfusion_reaction_participant_gender","px851001_phenx_transfusion_reaction",,"radio","Gender:","UNDEFINED_CODE, Male|UNDEFINED_CODE_1, Female|UNDEFINED_CODE_2, Other Gender Expression|UNDEFINED_CODE_3, Refused","PX851001",,,,,,,,,,"",""
"transfusion_reaction_participant_facility","px851001_phenx_transfusion_reaction",,"radio","Did the transfusion occur at your facility?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No","PX851001",,,,,,,,,,"",""
"transfusion_reaction_circulatory_overload_case","px851001_phenx_transfusion_reaction","SECTION II. CASE DEFINITION AND IMPUTABILITY/","radio","Check all that occurred within 6 hours of cessation of transfusion (new onset or exacerbation):","UNDEFINED_CODE, Acute respiratory distress (dyspnea, orthopnea, cough)|UNDEFINED_CODE_1, Elevated brain natriuretic peptide (BNP)|UNDEFINED_CODE_2, Elevated central venous pressure (CVP)|UNDEFINED_CODE_3, Evidence of left heart failure|UNDEFINED_CODE_4, Evidence of positive fluid balance|UNDEFINED_CODE_5, Radiographic evidence of pulmonary edema","PX851001",,,,,,,,,,"",""
"transfusion_reaction_circulatory_overload_imputability_relationship","px851001_phenx_transfusion_reaction","Imputability","radio","Which best describes the relationship between the transfusion and the reaction?","UNDEFINED_CODE, Patient has no other conditions to explain symptoms.|UNDEFINED_CODE_1, There are other potential causes present that could explain symptoms, but transfusion is the most likely cause.|UNDEFINED_CODE_2, Alternate explanations for symptoms are more likely, but transfusion cannot be ruled out.|UNDEFINED_CODE_3, Evidence is clearly in favor of a cause other than the transfusion, but transfusion cannot be excluded.|UNDEFINED_CODE_4, There is conclusive evidence beyond reasonable doubt of a cause other than the transfusion.|UNDEFINED_CODE_5, The relationship between the adverse reaction and the transfusion is unknown or not stated.","PX851001",,,,,,,,,,"",""
"transfusion_reaction_circulatory_overload_imputability_cardiac","px851001_phenx_transfusion_reaction",,"radio","Does the patient have a history of cardiac insufficiency?","UNDEFINED_CODE, Yes, the patient has a history of cardiac insufficiency that could explain the circulatory overload, but transfusion is just as likely to have caused the circulatory overload.|UNDEFINED_CODE_1, Yes, the patient has a history of pre-existing cardiac insufficiency that most likely explains circulatory overload.|UNDEFINED_CODE_2, No, the patient does not have a history of cardiac insufficiency.","PX851001",,,,,,,,,,"",""
"transfusion_reaction_circulatory_overload_imputability_fluids","px851001_phenx_transfusion_reaction",,"radio","Did the patient receive other fluids in addition to the transfusion?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No","PX851001",,,,,,,,,,"",""
"transfusion_reaction_acute_lung_injury_case_donor_hla","px851001_phenx_transfusion_reaction","Case Definition","radio","Donor or unit HLA Specificity","UNDEFINED_CODE, Not Done|UNDEFINED_CODE_1, Negative|UNDEFINED_CODE_2, Cognate or cross reacting antigen present|UNDEFINED_CODE_3, No cognate or cross reacting antigen present|UNDEFINED_CODE_4, Not tested for cognate antigen","PX851001",,,,,,,,,"mat1","",""
