"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_questionnaire_of_eating_and_weight_patterns_adult_record_id","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","Record ID",,"PX651201",,,,,,,,,,"",
"eatingweightpatterns_adult_lastname","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","What is your last name?",,"PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_firstname","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","What is your first name?",,"PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_middleinitial","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","What is your middle initial?",,"PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_date","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","What is today's date?",,"PX651201","date_mdy",,,,,,,,,"",""
"eatingweightpatterns_adult_identification_number","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","What is your ID number",,"PX651201","number",,,,,,,,,"",""
"eatingweightpatterns_adult_age","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","1. What is your age?",,"PX651201","number",,,,,,,,,"",""
"eatingweightpatterns_adult_sex","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"radio","2. What is your sex?","1, Male | 2, Female","PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_latino_background","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"radio","3a. Are you Latino, Hispanic, or of Spanish origin?","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No","PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_background_description","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"checkbox","3b. Which of the following best describes you? (You may check more than one.)","UNDEFINED_CODE, African American/Black | UNDEFINED_CODE_1, American Indian/Native American/Alaskan Native | UNDEFINED_CODE_2, Asian | UNDEFINED_CODE_3, Pacific Islander | UNDEFINED_CODE_4, White | 5, Other (please describe below)","PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_background_description_other","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","Other - describe",,"PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_education","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"radio","4. How far did you go in school?","UNDEFINED_CODE, Some high school or less | UNDEFINED_CODE_1, High school graduate or equivalent (GED) | UNDEFINED_CODE_2, Some college or associate degree | UNDEFINED_CODE_3, Completed college | UNDEFINED_CODE_4, Advanced degree","PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_height_feet","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","5. How tall are you?  (feet)",,"PX651201","number",,,,,,,,,"",""
"eatingweightpatterns_adult_height_inches","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","5a. How tall are you? (inches)",,"PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_weight","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","6. How much do you weigh now (if you are unsure, please provide your best guess)? (pounds)",,"PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_heaviest_weight","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"text","7. What has been your highest adult weight ever (for women, when not pregnant)? (pounds)",,"PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_threemonths_unusualamount","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"radio","8. During the past three months, did you ever eat, in a short period of time (for example, a two hour period), what most people would think was an unusually large amount of food?","1, Yes | 2, No - skip to #21","PX651201",,,,,,,,,,"",""
"eatingweightpatterns_adult_threemonths_unusualamount_lostcontrol","px651201_phenx_questionnaire_of_eating_and_weight_patterns_adult",,"radio","9. During the times when you ate an unusually large amount of food, did you ever feel you could not stop eating or control what or how much you were eating?","1, Yes | 2, No - skip to #21","PX651201",,,,,,,,,,"",""
