"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
long_covid_physical_function_before_limit_activity_physical_mental_emotional_problemrecord_id,px992201_long_covid_physical_function,,text,"Record ID",,PX992201,,,,,,,,,,,
long_covid_physical_function_before_limit_activity_physical_mental_emotional_problem,px992201_long_covid_physical_function,,radio,"Before COVID-19, were you limited in any way in any activities because of physical, mental, or emotional problems?","UNDEFINED_CODE, Yes (specify)|UNDEFINED_CODE_1, No|UNDEFINED_CODE_2, Refuse to answer",PX992201,,,,,,,,,,,
long_covid_physical_function_before_limit_activity_physical_mental_emotional_problem_specify,px992201_long_covid_physical_function,,text,"Please specify how you were limited before COVID-19",,PX992201,,,,,"[long_covid_physical_function_before_limit_activity_physical_mental_emotional_problem] = 'UNDEFINED_CODE'",,,,,,
long_covid_physical_function_before_health_problem_special_equipment,px992201_long_covid_physical_function,,radio,"Before COVID-19, did you have any health problem that required you to use special equipment, such as a cane, a wheelchair, a special bed, or a special telephone? *Include occasional use or use in certain circumstances","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No|UNDEFINED_CODE_2, Refuse to answer",PX992201,,,,,,,,,,,
long_covid_physical_function_today_difficulty_walk_quarter_mile_any,px992201_long_covid_physical_function,,radio,"Do you have any difficulty walking a quarter of a mile, that is about 2 or 3 blocks, without stopping?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No|UNDEFINED_CODE_2, Refuse to answer",PX992201,,,,,,,,,,,
long_covid_physical_function_today_difficulty_walk_quarter_mile_how_much,px992201_long_covid_physical_function,,radio,"How much difficulty do you have walking a quarter of a mile?","UNDEFINED_CODE, A little|UNDEFINED_CODE_1, Some|UNDEFINED_CODE_2, A lot|UNDEFINED_CODE_3, Unable to do|UNDEFINED_CODE_4, Refuse to answer",PX992201,,,,,,,,,,,
long_covid_physical_function_before_difficulty_walk_quarter_mile_any,px992201_long_covid_physical_function,,radio,"Did you have difficulty walking a quarter of a mile before your COVID-19 illness?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No|UNDEFINED_CODE_2, Refuse to answer",PX992201,,,,,,,,,,,
long_covid_physical_function_today_ease_walk_quarter_mile,px992201_long_covid_physical_function,,radio,"How easy is it for you to walk a quarter of a mile?","UNDEFINED_CODE, Very easy|UNDEFINED_CODE_1, Somewhat easy|UNDEFINED_CODE_2, Not so easy|UNDEFINED_CODE_3, Refuse to answer",PX992201,,,,,,,,,,,
long_covid_physical_function_today_difficulty_walk_one_mile_any,px992201_long_covid_physical_function,,radio,"Do you have any difficulty walking a distance of one mile?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No|UNDEFINED_CODE_2, Refuse to answer",PX992201,,,,,,,,,,,
long_covid_physical_function_before_difficulty_walk_one_mile_how_much,px992201_long_covid_physical_function,,radio,"Did you have difficulty walking one mile before your COVID-19 illness?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No|UNDEFINED_CODE_2, Refuse to answer",PX992201,,,,,,,,,,,
