"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
external_stigma_sickle_cell_disease_people_record_id,px870201_external_stigma_sickle_cell_disease,,text,"Record ID",,PX870201,,,,,,,,,,,
external_stigma_sickle_cell_disease_description,px870201_external_stigma_sickle_cell_disease,,descriptive,"The Sickle Cell Disease Health-Related Stigma Scale (SCD-HRSS) is a 30-item self-administered questionnaire that measures the amount of external stigma experienced by SCD patients (specifically, related to pain).",,,,,,,,,,,,,
external_stigma_sickle_cell_instructions,px870201_external_stigma_sickle_cell_disease,,descriptive,"The Psychosocial and SDoH Working Group recognizes that these instruments were not developed using inclusive language. The WG recognizes that investigators may want to implement the protocols with appropriate language, but caution that changes should not otherwise alter the items.

This scale is designed to be completed with sickle cell disease (SCD) patients who experience pain as a complication of their disease. It was designed in the United States and may require adaptations for use with SCD populations outside of the United States.",,,,,,,,,,,,,
external_stigma_sickle_cell_mental_emotional_health,px870201_external_stigma_sickle_cell_disease,"In the following 10 statements, the word ""people"" refers to people in general, not members of your family.
",radio,"People believe that someone with sickle cell pain is as mentally and emotionally healthy as the average person.","1, Strongly Agree | 2, Somewhat Agree | 3, Neutral | 4, Somewhat Disagree | 5, Strong Disagree",,,,,,,,,,external_stigma_sickle_cell_1,,
external_stigma_sickle_cell_patient_fault_pain,px870201_external_stigma_sickle_cell_disease,,radio,"People believe that it is mostly the patient's fault when his/her pain does not get better.","1, Strongly Agree | 2, Somewhat Agree | 3, Neutral | 4, Somewhat Disagree | 5, Strong Disagree",,,,,,,,,,external_stigma_sickle_cell_1,,
external_stigma_sickle_cell_disease_people_others_sympathetic,px870201_external_stigma_sickle_cell_disease,,radio,"People are sympathetic when they hear about my pain condition.","1, Strongly Agree | 2, Somewhat Agree | 3, Neutral | 4, Somewhat Disagree | 5, Strong Disagree",,,,,,,,,,external_stigma_sickle_cell_1,,
external_stigma_sickle_cell_disease_people_pain_medication_excuse,px870201_external_stigma_sickle_cell_disease,,radio,"People believe that sickle cell is used as an excuse to get pain medication.","1, Strongly Agree | 2, Somewhat Agree | 3, Neutral | 4, Somewhat Disagree | 5, Strong Disagree",,,,,,,,,,external_stigma_sickle_cell_1,,
external_stigma_sickle_cell_disease_people_chronic_pain_suffering,px870201_external_stigma_sickle_cell_disease,,radio,"People understand the suffering experienced by someone with chronic pain.","1, Strongly Agree | 2, Somewhat Agree | 3, Neutral | 4, Somewhat Disagree | 5, Strong Disagree",,,,,,,,,,external_stigma_sickle_cell_1,,
external_stigma_sickle_cell_disease_people_pain_embarrassment,px870201_external_stigma_sickle_cell_disease,,radio,"I feel embarrassed to tell people that I cannot do something because of my pain.","1, Strongly Agree | 2, Somewhat Agree | 3, Neutral | 4, Somewhat Disagree | 5, Strong Disagree",,,,,,,,,,external_stigma_sickle_cell_1,,
external_stigma_sickle_cell_disease_people_unable_work,px870201_external_stigma_sickle_cell_disease,,radio,"People think less of someone who is unable to work because of sickle cell.","1, Strongly Agree | 2, Somewhat Agree | 3, Neutral | 4, Somewhat Disagree | 5, Strong Disagree",,,,,,,,,,external_stigma_sickle_cell_1,,
external_stigma_sickle_cell_disease_people_pain_weakness,px870201_external_stigma_sickle_cell_disease,,radio,"People believe that having sickle cell pain is a sign of weakness.","1, Strongly Agree | 2, Somewhat Agree | 3, Neutral | 4, Somewhat Disagree | 5, Strong Disagree",,,,,,,,,,external_stigma_sickle_cell_1,,
