"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_parkinsonism_symptoms_record_id","px130101_phenx_parkinsonism_symptoms",,"text","Record ID",,"PX130101",,,,,,,,,,"",
"speech","px130101_phenx_parkinsonism_symptoms",,"radio","1. Speech","0, normal | 1, slight loss of expression, diction, volume | 2, monotone, slurred but understandable, mod. impaired | 3, marked impairment, difficult to understand | 4, unintelligible","PX130101",,,,,,,,,,"",""
"facial_expression","px130101_phenx_parkinsonism_symptoms",,"radio","2. Facial Expression","0, normal | 1, slight hypomymia, could be poker face | 2, slight but definite abnormal diminution in expression | 3, mod. hypomimia, lips parted some of time | 4, masked or fixed face, lips parted 1/4 of inch or more with complete loss of expression","PX130101",,,,,,,,,,"",""
"tremor_at_rest","px130101_phenx_parkinsonism_symptoms",,"descriptive","3. Tremor at Rest",,"PX130101",,,,,,,,,,"",""
"face","px130101_phenx_parkinsonism_symptoms",,"radio","Face","0 , absent|1 , slight and infrequent|2 , mild and present most of time|3 , moderate and present most of time|4 , marked and present most of time","PX130101",,,,,,,,,,"",""
"tremor_at_rest_rue","px130101_phenx_parkinsonism_symptoms",,"radio","Right Upper Extremities (RUE)","0 , absent|1 , slight and infrequent|2 , mild and present most of time|3 , moderate and present most of time|4 , marked and present most of time","PX130101",,,,,,,,,,"",""
"tremor_at_rest_lue","px130101_phenx_parkinsonism_symptoms",,"radio","Left Upper Extremities (LUE)","0 , absent|1 , slight and infrequent|2 , mild and present most of time|3 , moderate and present most of time|4 , marked and present most of time","PX130101",,,,,,,,,,"",""
"tremor_at_rest_rle","px130101_phenx_parkinsonism_symptoms",,"radio","Right Lower Extremities (RLE)","0 , absent|1 , slight and infrequent|2 , mild and present most of time|3 , moderate and present most of time|4 , marked and present most of time","PX130101",,,,,,,,,,"",""
"tremor_at_rest_lle","px130101_phenx_parkinsonism_symptoms",,"radio","Left Lower Extremities (LLE)","0 , absent|1 , slight and infrequent|2 , mild and present most of time|3 , moderate and present most of time|4 , marked and present most of time","PX130101",,,,,,,,,,"",""
"action_or_postural_tremor","px130101_phenx_parkinsonism_symptoms",,"descriptive","4. Action or Postural Tremor",,"PX130101",,,,,,,,,,"",""
"action_or_postural_tremor_rue","px130101_phenx_parkinsonism_symptoms",,"radio","Right Upper Extremities (RUE)","0, absent | 1, slight, present with action | 2, moderate, present with action | 3, moderate present with action and posture holding | 4, marked, interferes with feeding","PX130101",,,,,,,,,,"",""
