"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_use_of_eye_glasses_adult_record_id","px111303_phenx_use_of_eye_glasses_adult",,"text","Record ID",,"PX111303",,,,,,,,,,"",
"wear_glasses","px111303_phenx_use_of_eye_glasses_adult",,"radio","Do you wear glasses of any kind?","1 , yes|2 , no|8 , don't know|9 , missing","PX111303",,,,,,,,,,"",""
"glasses_type","px111303_phenx_use_of_eye_glasses_adult",,"radio","Are they:","1 , single vision distance glasses only|2 , single vision reading glasses only|3 , separate reading and distance glasses|4 , bifocals|5 , multifocals|8 , don't know|9 , missing","PX111303",,,,,"[wear_glasses] = '1'",,,,,"",""
"distance_glasses_age","px111303_phenx_use_of_eye_glasses_adult",,"text","How old were you when you first needed to wear glasses to see clearly in the distance? Years old:",,"PX111303","number",1,125,,"[wear_glasses] = '1'",,,,,"",""
"distance_glasses_age_coded","px111303_phenx_use_of_eye_glasses_adult",,"radio","How old were you when you first needed to wear glasses to see clearly in the distance?  Years old:","1, don't wear distance glasses | 8, don't know | 9, missing","PX111303",,,,,"[wear_glasses] = '1'",,,,,"",""
"reading_glasses_age","px111303_phenx_use_of_eye_glasses_adult",,"text","How old were you when you first needed reading glasses, bifocals or multifocals? Years old:",,"PX111303","number",1,105,,"[wear_glasses] = '1'",,,,,"",""
"reading_glasses_age_coded","px111303_phenx_use_of_eye_glasses_adult",,"radio","How old were you when you first needed reading glasses, bifocals or multifocals? Years old:","1, don't wear reading glasses | 8, don't know | 9, missing","PX111303",,,,,"[wear_glasses] = '1'",,,,,"",""
"current_glasses_age","px111303_phenx_use_of_eye_glasses_adult",,"text","How long have you had your current glasses? Age of glasses in years:",,"PX111303","number",1,100,,"[wear_glasses] = '1'",,,,,"",""
"current_glasses_age_coded","px111303_phenx_use_of_eye_glasses_adult",,"radio","How long have you had your current glasses? Age of glasses in years:","8, don't know | 9, missing","PX111303",,,,,"[wear_glasses] = '1'",,,,,"",""
"glasses_strength_checked_last_time","px111303_phenx_use_of_eye_glasses_adult",,"text","When did you last have the strength of your glasses checked? Number of years ago:",,"PX111303","number",1,100,,"[wear_glasses] = '1'",,,,,"",""
"glasses_strength_checked_last_time_coded","px111303_phenx_use_of_eye_glasses_adult",,"radio","When did you last have the strength of your glasses checked? Number of years ago:","8, don't know | 9, missing","PX111303",,,,,"[wear_glasses] = '1'",,,,,"",""
"newspaper_ordinary_print_read_well","px111303_phenx_use_of_eye_glasses_adult",,"radio","Can you read the ordinary print in the newspaper reasonable well, with or without glasses?","1 , yes|2 , no|8 , don't know|9 , missing","PX111303",,,,,,,,,,"",""
"ordinary_print_read_well_last_time","px111303_phenx_use_of_eye_glasses_adult",,"text","When were you last able to do this? Number of years ago:",,"PX111303","number",1,100,,"[newspaper_ordinary_print_read_well] = '2'",,,,,"",""
"ordinary_print_read_well_last_time_coded","px111303_phenx_use_of_eye_glasses_adult",,"radio","When were you last able to do this? Number of years ago:","8, don't know | 9, missing","PX111303",,,,,"[newspaper_ordinary_print_read_well] = '2'",,,,,"",""
"use_magnifier_read","px111303_phenx_use_of_eye_glasses_adult",,"radio","Do you use a magnifier to read?","1 , yes|2 , no|8 , don't know|9 , missing","PX111303",,,,,"[newspaper_ordinary_print_read_well] = '1'",,,,,"",""
