"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
fertility_quality_of_life_record_id,px880501_fertility_quality_of_life,,text,"Record ID",,PX880501,,,,,,,,,,,
fertility_quality_of_life_intro_text,px880501_fertility_quality_of_life,,descriptive,"FertiQoL International

Fertility Quality of Life Questionnaire (2008)
For each question, kindly check (tick the box) for the response that most closely reflects how you think and feel.
Relate your answers to your current thoughts and feelings. Some questions may relate to your private life, but they are necessary to adequately measure all aspects of your life.
Please complete the items marked with an asterisk (*) only if you have a partner.
",,,,,,,,,,,,,
fertility_quality_of_life_rate_health,px880501_fertility_quality_of_life,"
For each question, check the response that is closest to your current thoughts and feelings.",radio,"How would you rate your health?","1, Very Poor | 2, Poor | 3, Neither Good nor Poor | 4, Good | 5, Very Good",,,,,,,,,,fertility_quality_of_life_table_1,,
fertility_quality_of_life_satisfied_1,px880501_fertility_quality_of_life,"For each question, check the response that is closest to your current thoughts and feelings",radio,"Are you satisfied with your quality of life?","1, Very Dissatisfied | 2, Dissatisfied | 3, Neither Satisfied Nor Dissatisfied | 4, Satisfied | 5, Very Satisfied",,,,,,,,,,fertility_quality_of_life_table_2,,
fertility_quality_of_life_attention_concentration_impaired_by_thoughts,px880501_fertility_quality_of_life,"For each question, check the response that is closest to your current thoughts and feelings",radio,"Are your attention and concentration impaired by thoughts of infertility?","1, Completely | 2, A Great Deal | 3, Moderately | 4, Not Much | 5, Not At All",,,,,,,,,,fertility_quality_of_life_table_3,,
fertility_quality_of_life_cannot_move_ahead_other_life_goals,px880501_fertility_quality_of_life,,radio,"Do you think you cannot move ahead with other life goals and plans because of fertility problems?","1, Completely | 2, A Great Deal | 3, Moderately | 4, Not Much | 5, Not At All",,,,,,,,,,fertility_quality_of_life_table_3,,
fertility_quality_of_life_feel_drained_worn_out,px880501_fertility_quality_of_life,,radio,"Do you feel drained or worn out because of fertility problems?","1, Completely | 2, A Great Deal | 3, Moderately | 4, Not Much | 5, Not At All",,,,,,,,,,fertility_quality_of_life_table_3,,
fertility_quality_of_life_feel_able_cope,px880501_fertility_quality_of_life,,radio,"Do you feel able to cope with your fertility problems?","1, Completely | 2, A Great Deal | 3, Moderately | 4, Not Much | 5, Not At All",,,,,,,,,,fertility_quality_of_life_table_3,,
fertility_quality_of_life_satisfied_support_receive_from_friends,px880501_fertility_quality_of_life,"For each question, check the response that is closest to your current thoughts and feelings",radio,"Are you satisfied with the support you receive from friends with regard to your fertility problems?","1, Very Dissatisfied | 2, Dissatisfied | 3, Neither Satisfied Nor Dissatisfied | 4, Satisfied | 5, Very Satisfied",,,,,,,,,,fertility_quality_of_life_table_4,,
fertility_quality_of_life_satisfied_sexual_relationship,px880501_fertility_quality_of_life,,radio,"Are you satisfied with your sexual relationship even though you have fertility problems?","1, Very Dissatisfied | 2, Dissatisfied | 3, Neither Satisfied Nor Dissatisfied | 4, Satisfied | 5, Very Satisfied",,,,,,,,,,fertility_quality_of_life_table_4,,
fertility_quality_of_life_problems_cause_jealousy_resentment,px880501_fertility_quality_of_life,"For each question, check the response that is closest to your current thoughts and feelings",radio,"Do your fertility problems cause feelings of jealousy and resentment?","UNDEFINED_CODE, Always | UNDEFINED_CODE_1, Very Often | UNDEFINED_CODE_2, Quite Often | UNDEFINED_CODE_3, Seldom | UNDEFINED_CODE_4, Never",,,,,,,,,,fertility_quality_of_life_table_5,,
fertility_quality_of_life_experience_grief_feelings_loss_not_able_have_child,px880501_fertility_quality_of_life,,radio,"Do you experience grief and/or feelings of loss about not being able to have a child (or more children)?","UNDEFINED_CODE, Always | UNDEFINED_CODE_1, Very Often | UNDEFINED_CODE_2, Quite Often | UNDEFINED_CODE_3, Seldom | UNDEFINED_CODE_4, Never",,,,,,,,,,fertility_quality_of_life_table_5,,
fertility_quality_of_life_fluctuate_between_hope_despair,px880501_fertility_quality_of_life,,radio,"Do you fluctuate between hope and despair because of fertility problems?","UNDEFINED_CODE, Always | UNDEFINED_CODE_1, Very Often | UNDEFINED_CODE_2, Quite Often | UNDEFINED_CODE_3, Seldom | UNDEFINED_CODE_4, Never",,,,,,,,,,fertility_quality_of_life_table_5,,
fertility_quality_of_life_socially_isolated,px880501_fertility_quality_of_life,,radio,"Are you socially isolated because of fertility problems?","UNDEFINED_CODE, Always | UNDEFINED_CODE_1, Very Often | UNDEFINED_CODE_2, Quite Often | UNDEFINED_CODE_3, Seldom | UNDEFINED_CODE_4, Never",,,,,,,,,,fertility_quality_of_life_table_5,,
