"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"behavioral_health_screener_problems_record_id","px560102_phenx_behavioral_health_screener",,"text","Record ID",,"PX560102",,,,,,,,,,"",""
"behavioral_health_screener_problems_depressed_hopeless","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you had significant problems with feeling very trapped, lonely, sad, blue, depressed, or hopeless about the future?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_problems_sleep_trouble","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you had significant problems with sleep trouble, such as bad dreams, sleeping restlessly, or falling asleep during the day?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_problems_anxious_nervous","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you had significant problems with feeling very anxious, nervous, tense,scared, panicked, or like something bad was going to happen?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_problems_remind_past","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you had significant problems with becoming very distressed and upset when something reminded you of the past?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_problems_end_life_suicide","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you had significant problems with thinking about ending your life or committing suicide?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_problems_see_hear_things","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you had significant problems with seeing or hearing things that no one else could see or hearor feeling that someone else could read or control your thoughts?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_two_times_lie_con","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you did the following things two or more times? Lied or conned to get things you wanted or to avoid having to do something","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_two_times_pay_attention","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you did the following things two or more times? Had a hard time paying attention at school, work, or home","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_two_times_listen_instructions","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you did the following things two or more times? Had a hard time listening to instructions at school, work, or home","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_two_times_wait_turn","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you did the following things two or more times? Had a hard time waiting for your turn","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_two_times_bully_threaten","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you did the following things two or more times? Were a bully or threatened other people","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_two_times_start_physical_fight","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you did the following things two or more times? Started physical fights with other people","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_two_times_win_gambling_loss","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you did the following things two or more times? Tried to win back your gambling losses by going back another day.","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_alcohol_drugs","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you used alcohol or other drugs weekly or more often?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_get_alcohol_drugs","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you spent a lot of time either getting alcohol or other drugs, using alcohol or other drugs, or recovering from the effects of alcohol or other drugs(e.g., feeling sick)?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_alcohol_drugs_social_problems","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you kept using alcohol or other drugs even though it was causing socialproblems, leading to fights, or getting you into trouble with other people?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_alcohol_drugs_activities","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that your use of alcohol or other drugs caused you to give up or reduce your involvement in activities at work, school, home, or social events?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_withdrawal_problems","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you had withdrawal problems from alcohol or other drugs like shaky hands, throwing up, having trouble sitting still or sleeping, or you used any alcohol or other drugs to stop being sick or avoid withdrawal problems?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_disagreement_push_grab","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you had a disagreement in which you pushed, grabbed, or shoved someone?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_steal_store","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you took something from a store without paying for it?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_sell_illegal_drugs","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you sold, distributed, or helped to make illegal drugs?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_drive_influence","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you drove a vehicle while under the influence of alcohol or illegal drugs?","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_last_time_damage_others_property","px560102_phenx_behavioral_health_screener",,"radio","When was the last time that you purposely damaged or destroyed property that did not belong to you?.","4, Past month|3, 2 to 3 months ago|2, 4 to 12 months ago|1, 1+ years ago|0, Never","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_other_problems_treatment_help","px560102_phenx_behavioral_health_screener",,"radio","Do you have other significant psychological, behavioral, or personal problems that you want treatment for or help with?","1, Yes|2, No","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_other_problems_treatment_help_describe","px560102_phenx_behavioral_health_screener",,"text","Do you have other significant psychological, behavioral, or personal problems that you want treatment for or help with? (Please describe)",,"PX560102",,,,,,,,,,"",""
"behavioral_health_screener_gender","px560102_phenx_behavioral_health_screener",,"radio","What is your gender?","1, Male|2, Female|99, Other","PX560102",,,,,,,,,,"",""
"behavioral_health_screener_gender_describe","px560102_phenx_behavioral_health_screener",,"text","What is your gender? (If other, please describe below)",,"PX560102",,,,,,,,,,"",""
"behavioral_health_screener_age","px560102_phenx_behavioral_health_screener",,"text","How old are you today?",,"PX560102",,,,,,,,,,"",""
"behavioral_health_screener_minutes_complete","px560102_phenx_behavioral_health_screener",,"text","How many minutes did it take you to complete this survey?",,"PX560102",,,,,,,,,,"",""
