"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
long_covid_symptoms_temperature_cardiovascular_temperature_issues_srecord_id,px992008_long_covid_symptoms_temperature_cardiovascular,,text,"Record ID",,PX992008,,,,,,,,,,,
long_covid_symptoms_temperature_cardiovascular_temperature_issues_start,px992008_long_covid_symptoms_temperature_cardiovascular,,radio,"Have you experienced any TEMPERATURE ISSUES (including heat intolerance, chills, high/low temperature) since the start of your COVID-19 illness?","UNDEFINED_CODE, Yes|UNDEFINED_CODE_1, No",PX992008,,,,,,,,,,,
long_covid_symptoms_temperature_cardiovascular_temperature_issues_symptoms,px992008_long_covid_symptoms_temperature_cardiovascular,,radio,"Did you experience any of the following TEMPERATURE ISSUES since the start of your COVID-19 illness?","UNDEFINED_CODE, Temperature lability (quick swings in and out of fever or elevated temperature)|UNDEFINED_CODE_1, Heat intolerance|UNDEFINED_CODE_2, Other temperature issues (not listed above or below)",PX992008,,,,,"[long_covid_symptoms_temperature_cardiovascular_temperature_issues_start] = 'UNDEFINED_CODE'",,,,,,
long_covid_symptoms_temperature_cardiovascular_temperature_issues_symptoms_other,px992008_long_covid_symptoms_temperature_cardiovascular,,text,"Did you experience any of the following TEMPERATURE ISSUES since the start of your COVID-19 illness? Other temperature issues (not listed above or below)",,PX992008,,,,,"[long_covid_symptoms_temperature_cardiovascular_temperature_issues_symptoms] = 'Other temperature issues (not listed above or below)'",,,,,,
long_covid_symptoms_temperature_cardiovascular_symptoms_elevated_temperature,px992008_long_covid_symptoms_temperature_cardiovascular,"If you experienced any of the following temperature issues, when did you experience the following symptoms? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it.",checkbox,"Elevated temperature (98.8-100.4 degrees Fahrenheit, 37.1-37.9 Celsius)","UNDEFINED_CODE, N/A | UNDEFINED_CODE_1, Week 1 | UNDEFINED_CODE_2, Week 2 | UNDEFINED_CODE_3, Week 3 | UNDEFINED_CODE_4, Week 4 | UNDEFINED_CODE_5, Month 2 | UNDEFINED_CODE_6, Month 3 | UNDEFINED_CODE_7, Month 4 | UNDEFINED_CODE_8, Month 5 | UNDEFINED_CODE_9, Month 6 | UNDEFINED_CODE_10, Month 7",,,,,,"[long_covid_symptoms_temperature_cardiovascular_temperature_issues_start] = 'UNDEFINED_CODE'",,,,temperature_cardiovascular_temperature_issues_duration,,
long_covid_symptoms_temperature_cardiovascular_symptoms_fever,px992008_long_covid_symptoms_temperature_cardiovascular,,checkbox,"Fever (100.4 degrees Fahrenheit /38 degrees Celsius or above)","UNDEFINED_CODE, N/A | UNDEFINED_CODE_1, Week 1 | UNDEFINED_CODE_2, Week 2 | UNDEFINED_CODE_3, Week 3 | UNDEFINED_CODE_4, Week 4 | UNDEFINED_CODE_5, Month 2 | UNDEFINED_CODE_6, Month 3 | UNDEFINED_CODE_7, Month 4 | UNDEFINED_CODE_8, Month 5 | UNDEFINED_CODE_9, Month 6 | UNDEFINED_CODE_10, Month 7",,,,,,"[long_covid_symptoms_temperature_cardiovascular_temperature_issues_start] = 'UNDEFINED_CODE'",,,,temperature_cardiovascular_temperature_issues_duration,,
long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature,px992008_long_covid_symptoms_temperature_cardiovascular,,checkbox,"Low temperature","UNDEFINED_CODE, N/A | UNDEFINED_CODE_1, Week 1 | UNDEFINED_CODE_2, Week 2 | UNDEFINED_CODE_3, Week 3 | UNDEFINED_CODE_4, Week 4 | UNDEFINED_CODE_5, Month 2 | UNDEFINED_CODE_6, Month 3 | UNDEFINED_CODE_7, Month 4 | UNDEFINED_CODE_8, Month 5 | UNDEFINED_CODE_9, Month 6 | UNDEFINED_CODE_10, Month 7",,,,,,"[long_covid_symptoms_temperature_cardiovascular_temperature_issues_start] = 'UNDEFINED_CODE'",,,,temperature_cardiovascular_temperature_issues_duration,,
long_covid_symptoms_temperature_cardiovascular_symptoms_chills_flushing_sweats,px992008_long_covid_symptoms_temperature_cardiovascular,,checkbox,Chills/flushing/sweats,"UNDEFINED_CODE, N/A | UNDEFINED_CODE_1, Week 1 | UNDEFINED_CODE_2, Week 2 | UNDEFINED_CODE_3, Week 3 | UNDEFINED_CODE_4, Week 4 | UNDEFINED_CODE_5, Month 2 | UNDEFINED_CODE_6, Month 3 | UNDEFINED_CODE_7, Month 4 | UNDEFINED_CODE_8, Month 5 | UNDEFINED_CODE_9, Month 6 | UNDEFINED_CODE_10, Month 7",,,,,,"[long_covid_symptoms_temperature_cardiovascular_temperature_issues_start] = 'UNDEFINED_CODE'",,,,temperature_cardiovascular_temperature_issues_duration,,
long_covid_symptoms_temperature_cardiovascular_symptoms_other_temperature,px992008_long_covid_symptoms_temperature_cardiovascular,,checkbox,"All other temperature issues","UNDEFINED_CODE, N/A | UNDEFINED_CODE_1, Week 1 | UNDEFINED_CODE_2, Week 2 | UNDEFINED_CODE_3, Week 3 | UNDEFINED_CODE_4, Week 4 | UNDEFINED_CODE_5, Month 2 | UNDEFINED_CODE_6, Month 3 | UNDEFINED_CODE_7, Month 4 | UNDEFINED_CODE_8, Month 5 | UNDEFINED_CODE_9, Month 6 | UNDEFINED_CODE_10, Month 7",,,,,,"[long_covid_symptoms_temperature_cardiovascular_temperature_issues_start] = 'UNDEFINED_CODE'",,,,temperature_cardiovascular_temperature_issues_duration,,
long_covid_symptoms_temperature_cardiovascular_lowest_temperature,px992008_long_covid_symptoms_temperature_cardiovascular,,text,"If you had a low temperature, what was your lowest temperature? Please input number only.",,PX992008,number,,,,"[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_1)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_2)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_3)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_4)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_5)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_6)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_7)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_8)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_9)] = ""1"" OR
[long_covid_symptoms_temperature_cardiovascular_symptoms_low_temperature(UNDEFINED_CODE_10)] = ""1""",,,,,,
