"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
long_covid_symptoms_psychiatric_long_hallucinations_record_id,px992007_long_covid_symptoms_psychiatric_long,,text,"Record ID",,PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_hallucinations_altered_consciousness,px992007_long_covid_symptoms_psychiatric_long,,radio,"Do you still have the hallucinations, altered consciousness? ","UNDEFINED_CODE, Yes, I still have this symptom|UNDEFINED_CODE_1, Yes, I still have the symptom but it is less severe|UNDEFINED_CODE_2, Yes, I still have the symptom but it comes and goes|UNDEFINED_CODE_3, No, the symptom has cleared",PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_hallucinations_normal_activities,px992007_long_covid_symptoms_psychiatric_long,,radio,"Does/did the hallucinations, altered consciousness affect your ability to do your normal activities?","UNDEFINED_CODE, I have/had the symptom but I can/could still do normal activities.|UNDEFINED_CODE_1, The symptom really bothers/bothered me. It is/was hard to do normal activities.|UNDEFINED_CODE_2, The symptom is/was very bad. I am/was not able to do activities that I usually do.|UNDEFINED_CODE_3, Refuse to answer",PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_hallucinations_clear,px992007_long_covid_symptoms_psychiatric_long,,radio,"When did the hallucinations, altered consciousness clear?","UNDEFINED_CODE, Less than 3 months after symptom started|UNDEFINED_CODE_1, Between 3 to 6 months after symptom started|UNDEFINED_CODE_2, Between 6 to 9 months after symptom started|UNDEFINED_CODE_3, Greater than 9 months after symptom started|UNDEFINED_CODE_4, Don't know|UNDEFINED_CODE_5, Refuse to answer",PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_difficulty_sleeping,px992007_long_covid_symptoms_psychiatric_long,,radio,"Do you still have difficulty sleeping?","UNDEFINED_CODE, Yes, I still have this symptom|UNDEFINED_CODE_1, Yes, I still have the symptom but it is less severe|UNDEFINED_CODE_2, Yes, I still have the symptom but it comes and goes|UNDEFINED_CODE_3, No, the symptom has cleared",PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_difficulty_sleeping_normal_activities,px992007_long_covid_symptoms_psychiatric_long,,radio,"Does/did the difficulty sleeping affect your ability to do your normal activities?","UNDEFINED_CODE, I have/had the symptom but I can/could still do normal activities.|UNDEFINED_CODE_1, The symptom really bothers/bothered me. It is/was hard to do normal activities.|UNDEFINED_CODE_2, The symptom is/was very bad. I am/was not able to do activities that I usually do.|UNDEFINED_CODE_3, Refuse to answer",PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_difficulty_sleeping_clear,px992007_long_covid_symptoms_psychiatric_long,,radio,"When did the difficulty sleeping clear?","UNDEFINED_CODE, Less than 3 months after symptom started|UNDEFINED_CODE_1, Between 3 to 6 months after symptom started|UNDEFINED_CODE_2, Between 6 to 9 months after symptom started|UNDEFINED_CODE_3, Greater than 9 months after symptom started|UNDEFINED_CODE_4, Don't know|UNDEFINED_CODE_5, Refuse to answer",PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_insomnia,px992007_long_covid_symptoms_psychiatric_long,,radio,"Do you still have the insomnia (difficulty falling and staying asleep)?","UNDEFINED_CODE, Yes, I still have this symptom|UNDEFINED_CODE_1, Yes, I still have the symptom but it is less severe|UNDEFINED_CODE_2, Yes, I still have the symptom but it comes and goes|UNDEFINED_CODE_3, No, the symptom has cleared",PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_insomnia_normal_activities,px992007_long_covid_symptoms_psychiatric_long,,radio,"Does/did the insomnia (difficulty falling and staying asleep) affect your ability to do your normal activities?","UNDEFINED_CODE, I have/had the symptom but I can/could still do normal activities.|UNDEFINED_CODE_1, The symptom really bothers/bothered me. It is/was hard to do normal activities.|UNDEFINED_CODE_2, The symptom is/was very bad. I am/was not able to do activities that I usually do.|UNDEFINED_CODE_3, Refuse to answer",PX992007,,,,,,,,,,,
long_covid_symptoms_psychiatric_long_insomnia_clear,px992007_long_covid_symptoms_psychiatric_long,,radio,"When did the insomnia (difficulty falling and staying asleep) clear?","UNDEFINED_CODE, Less than 3 months after symptom started|UNDEFINED_CODE_1, Between 3 to 6 months after symptom started|UNDEFINED_CODE_2, Between 6 to 9 months after symptom started|UNDEFINED_CODE_3, Greater than 9 months after symptom started|UNDEFINED_CODE_4, Don't know|UNDEFINED_CODE_5, Refuse to answer",PX992007,,,,,,,,,,,
