"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
long_covid_symptoms_respiratory_new_worsening_coughrecord_id,px992010_long_covid_symptoms_respiratory,,text,"Record ID",,PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_new_worsening_cough,px992010_long_covid_symptoms_respiratory,,radio,"Do you still have the new or worsening cough?","UNDEFINED_CODE, Yes, I still have this symptom|UNDEFINED_CODE_1, Yes, I still have the symptom but it is less severe|UNDEFINED_CODE_2, Yes, I still have the symptom but it comes and goes|UNDEFINED_CODE_3, No, the symptom has cleared",PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_new_worsening_cough_normal_activities,px992010_long_covid_symptoms_respiratory,,radio,"Does/did the new or worsening cough affect your ability to do your normal activities?","UNDEFINED_CODE, I have/had the symptom but I can/could still do normal activities.|UNDEFINED_CODE_1, The symptom really bothers/bothered me. It is/was hard to do normal activities.|UNDEFINED_CODE_2, The symptom is/was very bad. I am/was not able to do activities that I usually do.|UNDEFINED_CODE_3, Refuse to answer",PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_new_worsening_cough_clear,px992010_long_covid_symptoms_respiratory,,radio,"When did the new or worsening cough clear?","UNDEFINED_CODE, Less than 3 months after symptom started|UNDEFINED_CODE_1, Between 3 to 6 months after symptom started|UNDEFINED_CODE_2, Between 6 to 9 months after symptom started|UNDEFINED_CODE_3, Greater than 9 months after symptom started|UNDEFINED_CODE_4, Don't know|UNDEFINED_CODE_5, Refuse to answer",PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_shortness_breath,px992010_long_covid_symptoms_respiratory,,radio,"Do you still have the shortness of breath?","UNDEFINED_CODE, Yes, I still have this symptom|UNDEFINED_CODE_1, Yes, I still have the symptom but it is less severe|UNDEFINED_CODE_2, Yes, I still have the symptom but it comes and goes|UNDEFINED_CODE_3, No, the symptom has cleared",PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_shortness_breath_normal_activities,px992010_long_covid_symptoms_respiratory,,radio,"Does/did the shortness of breath affect your ability to do your normal activities?","UNDEFINED_CODE, I have/had the symptom but I can/could still do normal activities.|UNDEFINED_CODE_1, The symptom really bothers/bothered me. It is/was hard to do normal activities.|UNDEFINED_CODE_2, The symptom is/was very bad. I am/was not able to do activities that I usually do.|UNDEFINED_CODE_3, Refuse to answer",PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_shortness_breath_clear,px992010_long_covid_symptoms_respiratory,,radio,"When did the shortness of breath clear?","UNDEFINED_CODE, Less than 3 months after symptom started|UNDEFINED_CODE_1, Between 3 to 6 months after symptom started|UNDEFINED_CODE_2, Between 6 to 9 months after symptom started|UNDEFINED_CODE_3, Greater than 9 months after symptom started|UNDEFINED_CODE_4, Don't know|UNDEFINED_CODE_5, Refuse to answer",PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_discomfort_chest,px992010_long_covid_symptoms_respiratory,,radio,"Do you still have the discomfort, tightness, or pressure in chest?","UNDEFINED_CODE, Yes, I still have this symptom|UNDEFINED_CODE_1, Yes, I still have the symptom but it is less severe|UNDEFINED_CODE_2, Yes, I still have the symptom but it comes and goes|UNDEFINED_CODE_3, No, the symptom has cleared",PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_discomfort_chest_normal_activities,px992010_long_covid_symptoms_respiratory,,radio,"Does/did the discomfort, tightness, or pressure in chest affect your ability to do your normal activities?","UNDEFINED_CODE, I have/had the symptom but I can/could still do normal activities.|UNDEFINED_CODE_1, The symptom really bothers/bothered me. It is/was hard to do normal activities.|UNDEFINED_CODE_2, The symptom is/was very bad. I am/was not able to do activities that I usually do.|UNDEFINED_CODE_3, Refuse to answer",PX992010,,,,,,,,,,,
long_covid_symptoms_respiratory_discomfort_chest_clear,px992010_long_covid_symptoms_respiratory,,radio,"When did the discomfort, tightness, or pressure in chest rate clear?","UNDEFINED_CODE, Less than 3 months after symptom started|UNDEFINED_CODE_1, Between 3 to 6 months after symptom started|UNDEFINED_CODE_2, Between 6 to 9 months after symptom started|UNDEFINED_CODE_3, Greater than 9 months after symptom started|UNDEFINED_CODE_4, Don't know|UNDEFINED_CODE_5, Refuse to answer",PX992010,,,,,,,,,,,
