"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_residential_history_record_id","px060301_phenx_residential_history",,"text","Record ID",,"PX060301",,,,,,,,,,"",
"residence_intro","px060301_phenx_residential_history",,"descriptive","Ask the respondent about current and previous residences in which he/she has lived for 3 months or longer. Begin with the current residence and complete one row for each residence. Geocoordinates are obtained after the interview is completed by entering the complete address into a web-based geocoding tool such as the one developed by the University of Southern California's GIS Research Laboratory at http://webgis.usc.edu/Services/Geocode. Utilize this or a similar tool or other reliable geocoding databases to determine the geocoordinates for each residence. The accuracy of geocoordinates may also be improved by using the geocode correction tool.",,"PX060301",,,,,,,,,,"",""
"residence1_marker","px060301_phenx_residential_history",,"descriptive","Residence 1",,"PX060301",,,,,,,,,,"",""
"residence_date_lived_from_1","px060301_phenx_residential_history",,"text","From what date did you live in the residence?",,"PX060301","date_mdy",,,,,,,,,"",""
"residence_date_lived_to_1","px060301_phenx_residential_history",,"text","To what date did/do you live in the residence?",,"PX060301","date_mdy",,,,,,,,,"",""
"residence_address_1","px060301_phenx_residential_history",,"text","What is the residence address? Street/Cross-streets, City, State, or Landmark.",,"PX060301",,,,,,,,,,"",""
"residence_on_farm_1","px060301_phenx_residential_history",,"radio","Was this on a farm?","UNDEFINED_CODE,on farm|UNDEFINED_CODE_1,no","PX060301",,,,,,,,,,"",""
"residence_water_supply_1","px060301_phenx_residential_history",,"radio","What was your water supply?","UNDEFINED_CODE,city|UNDEFINED_CODE_1,private well|UNDEFINED_CODE_2,filtered water|UNDEFINED_CODE_3,bottled water|UNDEFINED_CODE_4,other","PX060301",,,,,,,,,,"",""
"residence_water_supply_1_specify","px060301_phenx_residential_history",,"text","If ""other,"" What was your water supply?",,"PX060301",,,,,"[residence_water_supply_1] = 'UNDEFINED_CODE_4'",,,,,"",""
"residence_near_field_orchards_1","px060301_phenx_residential_history",,"radio","Near fields or orchards?","UNDEFINED_CODE,yes|UNDEFINED_CODE_1,no","PX060301",,,,,,,,,,"",""
"residence_near_town_1","px060301_phenx_residential_history",,"radio","Did you live close to the center or margin of town?","UNDEFINED_CODE,center|UNDEFINED_CODE_1,margin","PX060301",,,,,,,,,,"",""
"residence_geocoordinate_latitude_1","px060301_phenx_residential_history",,"text","After the interview has been completed, enter the geocoordinates for the residence.  Latitude:",,"PX060301",,,,,,,,,,"",""
"residence_geocoordinate_longitude_1","px060301_phenx_residential_history",,"text","After the interview has been completed, enter the geocoordinates for the residence.  Longitude:",,"PX060301",,,,,,,,,,"",""
"residence_geocoordinate_coded_1","px060301_phenx_residential_history",,"radio","After the interview has been completed, enter the geocoordinates for the residence.","UNDEFINED_CODE,not available, incomplete address","PX060301",,,,,,,,,,"",""
"residence_geocoordinate_verified_1","px060301_phenx_residential_history",,"radio","Were the geocoordinates verified?","1 , yes|2 , no","PX060301",,,,,,,,,,"",""
"residence_geocoordinate_verified_1_how","px060301_phenx_residential_history",,"text","If ""yes,"" describe how geocoordinates were verified:",,"PX060301",,,,,"[residence_geocoordinate_verified_1] = '1'",,,,,"",""
"residence2_marker","px060301_phenx_residential_history",,"descriptive","Residence 2",,"PX060301",,,,,,,,,,"",""
"residence_date_lived_from_2","px060301_phenx_residential_history",,"text","From what date did you live in the residence?",,"PX060301","date_mdy",,,,,,,,,"",""
"residence_date_lived_to_2","px060301_phenx_residential_history",,"text","To what date did/do you live in the residence?",,"PX060301","date_mdy",,,,,,,,,"",""
"residence_address_2","px060301_phenx_residential_history",,"text","What is the residence address?  Street/Cross-streets, City, State, or Landmark.",,"PX060301",,,,,,,,,,"",""
"residence_on_farm_2","px060301_phenx_residential_history",,"radio","Was this on a farm?","UNDEFINED_CODE,on farm|UNDEFINED_CODE_1,no","PX060301",,,,,,,,,,"",""
"residence_water_supply_2","px060301_phenx_residential_history",,"radio","What was your water supply?","UNDEFINED_CODE,city|UNDEFINED_CODE_1,private well|UNDEFINED_CODE_2,filtered water|UNDEFINED_CODE_3,bottled water|UNDEFINED_CODE_4,other","PX060301",,,,,,,,,,"",""
"residence_water_supply_2_specify","px060301_phenx_residential_history",,"text","If ""other,"" What was your water supply?",,"PX060301",,,,,"[residence_water_supply_2] = 'UNDEFINED_CODE_4'",,,,,"",""
"residence_near_field_orchards_2","px060301_phenx_residential_history",,"radio","Near fields or orchards?","UNDEFINED_CODE,yes|UNDEFINED_CODE_1,no","PX060301",,,,,,,,,,"",""
